,Unnamed: 0,SUBJECT,TRIAL,TRIAL_ABS,ROT,SIG_MP,HA_INIT,HA_MID,HA_END,GROUP
111,111,1,112,112,-0.71621477,1,0.6182544839999999,1.071448312,0.971667076,4
112,112,1,113,113,-0.585479686,1,0.919147353,0.816668264,0.648553811,4
113,113,1,114,114,-0.940432751,1,0.960358025,0.638009893,0.876702945,4
114,114,1,115,115,-0.7622369609999999,3,0.974908215,0.8979202559999999,0.760241464,4
115,115,1,116,116,-1.524724418,2,0.982722945,0.956337461,1.090236098,4
116,116,1,117,117,-1.324694154,3,0.6711891190000001,0.959507495,0.855302894,4
117,117,1,118,118,-0.139072909,1,0.976734674,0.921221731,0.452447231,4
118,118,1,119,119,-2.098039239,2,1.150973639,0.7529553459999999,1.14055667,4
119,119,1,120,120,-0.665962985,1,0.7777018790000001,0.556495243,0.6701801620000001,4
120,120,1,121,121,-0.974119075,1,1.035394404,0.834174451,0.957222439,4
121,121,1,122,122,-0.648789951,1,0.675143686,0.986198604,0.609272106,4
122,122,1,123,123,0.039840803,4,0.7174594740000001,0.508674449,0.827462877,4
123,123,1,124,124,-0.627552074,4,0.974544642,0.724114547,0.82991017,4
124,124,1,125,125,0.137123709,1,0.8722338079999999,1.175882646,-0.057855614000000014,4
125,125,1,126,126,-1.327211516,2,1.008154821,0.789809194,0.985384363,4
126,126,1,127,127,-0.5017850620000001,1,0.857582249,0.7021220290000001,0.7364621570000001,4
127,127,1,128,128,-1.062000947,1,1.064650471,0.876523029,1.08952942,4
128,128,1,129,129,-0.474992502,2,0.640653475,1.292944492,0.71833345,4
129,129,1,130,130,0.474108661,3,0.89619148,0.725733017,0.853850413,4
130,130,1,131,131,-1.802522188,1,1.033083755,0.920156008,1.657428251,4
131,131,1,132,132,-1.459908021,4,1.2263368,0.88850094,0.848279351,4
132,132,1,133,133,-1.246935531,1,1.099904197,0.803958713,1.192780763,4
133,133,1,134,134,-0.991352559,3,0.631707122,1.10550762,0.855255529,4
134,134,1,135,135,-1.400834072,3,0.7504428040000001,0.686553575,0.966834412,4
135,135,1,136,136,-0.847907697,1,0.7072638529999999,1.014428562,0.86941115,4
136,136,1,137,137,-1.004987721,2,0.986192721,0.80343928,0.7718378509999999,4
137,137,1,138,138,-1.724427784,1,0.8643865690000001,0.564126936,1.586750614,4
138,138,1,139,139,-1.06521045,4,0.478892246,0.930307964,0.86271748,4
139,139,1,140,140,-1.5955581559999998,3,0.874208545,0.7207753,0.7314992459999999,4
140,140,1,141,141,-1.270391418,2,0.95748468,0.888539868,1.051315748,4
141,141,1,142,142,-1.382329123,1,0.845525025,0.6924574240000001,1.298174461,4
142,142,1,143,143,-1.571730081,2,0.646960826,0.90386763,1.001644737,4
143,143,1,144,144,-0.209199051,4,1.194731207,0.92399508,0.872181355,4
144,144,1,145,145,-1.365963014,1,0.8723982709999999,0.772148463,1.257404404,4
145,145,1,146,146,-1.23392327,1,0.719708624,0.924618611,1.202056706,4
146,146,1,147,147,-1.024179044,2,0.765534374,0.8414093840000001,1.057729901,4
147,147,1,148,148,-1.6611332909999998,1,1.008929687,0.717302214,1.42070054,4
148,148,1,149,149,-1.837796009,1,1.048466158,0.584413991,1.665316505,4
149,149,1,150,150,-0.033520714,3,0.967432644,0.669425719,0.8587132540000001,4
150,150,1,151,151,-1.199492879,2,1.070244349,0.887091278,0.934733002,4
151,151,1,152,152,-1.133868221,1,1.217171199,0.799184358,1.028224004,4
152,152,1,153,153,-1.388096099,4,0.740404265,1.128418381,0.8876025790000001,4
153,153,1,154,154,-1.620290938,3,0.742757462,0.911723769,0.978369821,4
154,154,1,155,155,-1.323242653,3,0.799171871,1.153336657,0.73375879,4
155,155,1,156,156,-1.176140293,1,0.941340252,1.204931392,1.150895954,4
156,156,1,157,157,-1.382767387,1,0.490712576,0.8346078720000001,1.334186323,4
157,157,1,158,158,-1.157181761,2,1.02443162,0.86204983,0.8555954309999999,4
158,158,1,159,159,-0.143965127,1,0.706033261,1.243426627,0.218358036,4
159,159,1,160,160,-1.334518891,1,1.029694812,1.329414627,1.157246663,4
160,160,1,161,161,-0.644389778,2,0.73468143,0.786510906,0.643860008,4
161,161,1,162,162,-1.075053699,1,0.914813882,0.7941658420000001,1.050714396,4
162,162,1,163,163,-0.655491093,1,1.126903688,1.06982469,0.696556325,4
163,163,1,164,164,-1.4084812619999998,3,1.129874971,0.973153017,1.149143222,4
164,164,1,165,165,-0.489352795,1,0.8513853259999999,0.7024071479999999,0.771226393,4
165,165,1,166,166,-0.395970979,4,0.7923566329999999,0.7563986009999999,0.906652722,4
166,166,1,167,167,-1.626986761,1,0.962985092,1.265052733,1.512328301,4
167,167,1,168,168,-1.7886419269999998,3,0.745100392,1.047176035,0.940962692,4
168,168,1,169,169,-0.14663155,1,0.93111755,0.918092465,0.443840049,4
169,169,1,170,170,-0.6198459829999999,1,0.685468823,0.941651802,0.731451217,4
170,170,1,171,171,-0.437350006,1,0.864103863,0.8013946940000001,0.297483177,4
171,171,1,172,172,-0.881271845,4,0.899864365,1.093307082,0.9143206,4
172,172,1,173,173,-1.097991527,1,1.170022273,0.953210103,0.8645298990000001,4
173,173,1,174,174,-1.189522378,1,0.879329802,1.368885175,1.038642645,4
174,174,1,175,175,-0.915419233,3,0.689983239,0.938774497,1.081101873,4
175,175,1,176,176,-0.985908411,2,0.543103938,1.107158541,1.020229027,4
176,176,1,177,177,-1.513119102,1,0.8960909440000001,1.12583066,1.4631396559999998,4
177,177,1,178,178,-1.242759446,1,0.956309335,1.251251271,1.112559037,4
178,178,1,179,179,-1.542726555,1,0.831806495,1.003060155,1.5895677540000002,4
179,179,1,180,180,-0.918673885,1,0.97815961,0.588512072,0.949173822,4
180,180,1,181,181,-0.314149173,4,0.8300142970000001,0.740606283,0.924657756,4
181,181,1,182,182,-1.50298888,2,0.807433655,0.542946306,1.236498525,4
182,182,1,183,183,-1.1380060159999998,1,1.063158446,0.937046749,1.067092585,4
183,183,1,184,184,-1.49093427,1,0.822720268,0.829867648,1.220967169,4
184,184,1,185,185,-1.236613307,1,0.9255795,0.8015042859999999,1.320443175,4
185,185,1,186,186,-1.025913944,1,1.160719692,0.5449118820000001,0.923623416,4
186,186,1,187,187,-0.795788433,1,0.815392785,0.5192208110000001,0.861169275,4
187,187,1,188,188,-0.712634683,4,0.927237393,0.665546041,0.931827518,4
188,188,1,189,189,-0.521487111,1,0.853818347,1.023485934,0.753869297,4
189,189,1,190,190,-0.69246217,3,0.913430557,0.7637546209999999,0.950126516,4
1080,1080,2,1,1,-0.742147418,4,-0.209302962,0.29160064,0.014184158,4
1081,1081,2,2,2,-1.057291532,3,0.072110386,0.121830482,0.057272621,4
1082,1082,2,3,3,-0.813602,1,0.074714857,0.264705565,0.768924327,4
1083,1083,2,4,4,-1.041350006,3,0.162277323,0.08993764900000001,0.159304488,4
1084,1084,2,5,5,-0.945655881,1,-0.371872762,0.239818899,0.608611844,4
1085,1085,2,6,6,-1.6530091219999998,1,0.059272196,0.361561116,1.196525197,4
1086,1086,2,7,7,-0.8189213679999999,1,0.295441688,0.366019299,0.472530319,4
1087,1087,2,8,8,-1.23390967,1,0.388276014,0.409921945,0.8660996409999999,4
1088,1088,2,9,9,-1.1939984259999998,3,0.28773391600000003,0.045161217,0.227131772,4
1089,1089,2,10,10,-0.788858602,2,-0.002513789,0.343503306,0.267123379,4
1090,1090,2,11,11,-0.8039793479999999,1,0.199294373,0.463650941,0.681353161,4
1091,1091,2,12,12,-1.192640473,1,0.271571887,0.070391841,0.940147062,4
1092,1092,2,13,13,-0.956783531,1,-0.197620893,0.140081307,0.7959548009999999,4
1093,1093,2,14,14,-0.456824836,4,0.258986848,0.497693016,0.181269247,4
1094,1094,2,15,15,-1.342668356,4,0.147507928,0.363947807,0.192882253,4
1095,1095,2,16,16,-0.196391957,2,0.502147829,0.214035104,0.17244254899999995,4
1096,1096,2,17,17,-0.8450125829999999,1,0.145470608,0.218249756,0.658741142,4
1097,1097,2,18,18,-0.302791435,4,-0.155903143,0.149409114,0.22674226,4
1098,1098,2,19,19,-1.147845165,4,0.637181696,0.485720005,0.237710269,4
1099,1099,2,20,20,-0.984980715,3,0.467106452,0.453292256,0.301022828,4
1100,1100,2,21,21,-0.469403471,2,0.228727336,0.559400296,0.270396364,4
1101,1101,2,22,22,-0.430518265,2,0.076932795,0.029799179,0.349650009,4
1102,1102,2,23,23,-0.70916085,4,0.111611944,0.399615706,0.280048499,4
1103,1103,2,24,24,-0.028176562,1,0.287699544,0.479253463,0.288200637,4
1104,1104,2,25,25,-0.711026047,1,-0.008089328,0.446688821,0.716643406,4
1105,1105,2,26,26,-1.955512693,1,0.309615117,0.6015226889999999,1.5501617680000002,4
1106,1106,2,27,27,-0.6605552570000001,3,0.288440084,0.283474598,0.480724068,4
1107,1107,2,28,28,-0.416191142,2,0.623430017,0.3339683,0.447898451,4
1108,1108,2,29,29,-0.49361239,4,0.232752193,0.422279488,0.339187879,4
1109,1109,2,30,30,-1.914854249,1,0.44491091,0.505137407,1.379757034,4
1110,1110,2,31,31,-1.388002477,1,0.491659369,0.457844841,1.038434902,4
1111,1111,2,32,32,-0.885205582,3,0.7586455740000001,0.631170362,0.483638519,4
1112,1112,2,33,33,-0.537580454,3,0.388189801,0.575117408,0.45625053,4
1113,1113,2,34,34,-0.4757330320000001,2,0.366668612,0.393100536,0.454116865,4
1114,1114,2,35,35,-1.475899434,2,0.516587275,0.827083247,0.7628867540000001,4
1115,1115,2,36,36,-0.919444065,1,0.598177685,0.51221991,0.6899357,4
1116,1116,2,37,37,-1.277999083,2,0.24489727,0.810920291,0.897534389,4
1117,1117,2,38,38,-0.905685026,1,0.348353787,0.179584575,0.822979978,4
1118,1118,2,39,39,-1.006898582,1,0.32235567600000004,0.6949822529999999,0.8117982440000001,4
1119,1119,2,40,40,-0.311051536,1,0.317727374,0.57444176,0.222909236,4
1120,1120,2,41,41,-0.654208936,1,0.511811971,0.471041769,0.495197062,4
1121,1121,2,42,42,-0.724191261,1,0.357378397,0.397927653,0.545004346,4
1122,1122,2,43,43,-1.029506131,1,0.509223941,0.377838437,0.821587651,4
1123,1123,2,44,44,-0.910383087,1,0.180162274,0.6574339889999999,0.741642053,4
1124,1124,2,45,45,-0.717247985,3,0.727706555,0.64383271,0.488694786,4
1125,1125,2,46,46,-1.556701381,1,0.993944091,0.5989855,1.215050287,4
1126,1126,2,47,47,-0.669363534,1,0.6796384990000001,0.606938764,0.7073518670000001,4
1127,1127,2,48,48,-0.31963299100000003,2,0.393172952,0.592996086,0.242525737,4
1128,1128,2,49,49,-1.02789374,2,0.632838487,0.817923252,0.733190984,4
1129,1129,2,50,50,-0.647283184,1,0.785775736,0.6765284770000001,0.596289251,4
1130,1130,2,51,51,-0.5850079420000001,1,0.650654629,0.91804108,0.6424200489999999,4
1131,1131,2,52,52,-0.745677204,2,0.715208469,0.952684808,0.561876202,4
1132,1132,2,53,53,-1.186830377,4,0.20501137100000005,0.48439686,0.5309954729999999,4
1133,1133,2,54,54,-0.6343361670000001,1,0.514698721,0.586280792,0.518533745,4
1134,1134,2,55,55,-0.507720893,1,0.44089164,0.672611135,0.83932766,4
1135,1135,2,56,56,-1.08986984,2,0.373475052,0.579836667,0.6949081090000001,4
1136,1136,2,57,57,-1.5065101230000002,2,0.507085406,0.519035516,0.8228893359999999,4
1137,1137,2,58,58,-0.54247025,3,0.423559466,0.637205293,0.565107451,4
1138,1138,2,59,59,-1.2912858,2,0.498611638,0.3902801320000001,0.819006896,4
1139,1139,2,60,60,-1.3589859030000002,1,0.709153083,0.69545993,1.14439029,4
1140,1140,2,61,61,-0.765792392,1,0.249121696,0.539938525,0.648503232,4
1141,1141,2,62,62,-1.6197807219999998,4,0.329737186,0.7011465259999999,0.587580517,4
1142,1142,2,63,63,-1.537137673,1,0.014629115,0.38196176,1.334414045,4
1143,1143,2,64,64,-1.134710883,1,0.5988183770000001,0.570344564,1.003507704,4
1144,1144,2,65,65,-2.243836458,4,0.4386215020000001,0.666470598,0.6048822389999999,4
1145,1145,2,66,66,-1.278830898,1,0.528335389,0.351689564,1.091719204,4
1146,1146,2,67,67,-1.060459689,1,0.778468363,0.4872223020000001,1.137947308,4
1147,1147,2,68,68,-1.57977278,2,0.719041443,0.953114983,0.970221554,4
1148,1148,2,69,69,-0.209869559,2,0.491803472,0.75796649,0.454554611,4
1149,1149,2,70,70,-1.515290763,1,0.31931728,0.389437896,1.121054209,4
1150,1150,2,71,71,-0.8380560859999999,4,0.86054011,0.412573995,0.637338619,4
1151,1151,2,72,72,-0.428842135,2,0.678984245,0.561602817,0.691613475,4
1152,1152,2,73,73,-0.624641488,1,0.467680568,0.406856177,0.6772710940000001,4
1153,1153,2,74,74,-0.718931694,1,0.70730951,0.762311663,0.7216048629999999,4
1154,1154,2,75,75,-1.403969759,3,0.843625442,0.8230572140000001,0.595332101,4
1155,1155,2,76,76,-1.5074281390000002,1,0.412096315,0.578365321,1.324749173,4
1156,1156,2,77,77,-0.847520817,1,0.93590248,0.6870531609999999,0.914096332,4
1157,1157,2,78,78,-1.413400367,4,0.281083903,0.872585237,0.6718504120000001,4
1158,1158,2,79,79,-1.378315639,1,0.804201912,0.45551686,1.093711726,4
1159,1159,2,80,80,-1.63819054,1,0.7894056979999999,0.410748953,1.445041428,4
1160,1160,2,81,81,-1.078651672,1,0.6713352920000001,0.689043315,1.023629434,4
1161,1161,2,82,82,-0.412570735,1,0.275126721,0.883339839,0.425169575,4
1162,1162,2,83,83,-0.776225215,4,0.646194577,0.684325547,0.694472133,4
1163,1163,2,84,84,-1.513535945,1,0.716775893,0.905460779,1.329249413,4
1164,1164,2,85,85,-0.912387821,4,0.731652599,0.614895847,0.703077974,4
1165,1165,2,86,86,-0.508934252,4,0.649697956,1.219626642,0.707289563,4
1166,1166,2,87,87,-0.953164098,1,0.810178983,0.426481606,0.967261823,4
1167,1167,2,88,88,-0.892907036,3,0.931927756,0.711774969,0.676509173,4
1168,1168,2,89,89,-0.785004085,4,0.5849536670000001,0.773262681,0.71956928,4
1169,1169,2,90,90,-1.180456881,1,0.927666375,0.262310248,1.141696959,4
1170,1170,2,91,91,-0.990919751,1,0.434427084,0.841334696,1.051622168,4
1171,1171,2,92,92,-0.566904004,1,0.5908061520000001,0.925705116,0.7064262659999999,4
1172,1172,2,93,93,-0.6459033160000001,1,0.889536165,0.730568012,0.564066698,4
1173,1173,2,94,94,-0.292743884,2,0.39955148,0.909217781,0.479107733,4
1174,1174,2,95,95,-1.096596434,2,0.584455816,0.76938889,0.8577282340000001,4
1175,1175,2,96,96,-1.089996353,4,0.60888665,0.8716439309999999,0.746255791,4
1176,1176,2,97,97,-0.936664562,2,0.741773177,0.7928004609999999,0.759099657,4
1177,1177,2,98,98,-0.878935445,1,0.619228781,0.620296239,0.7807377040000001,4
1178,1178,2,99,99,-1.850539839,1,0.886115078,1.0658527,1.733300197,4
1179,1179,2,100,100,-0.708167325,2,0.899644333,0.810014837,0.79106502,4
1180,1180,2,101,101,-0.702997124,2,0.980543431,0.6535751000000001,0.697914925,4
1181,1181,2,102,102,-1.436166513,1,0.829061928,0.468103401,1.227917527,4
1182,1182,2,103,103,-1.243769664,2,0.702317387,0.476077624,0.944771475,4
1183,1183,2,104,104,-0.6144454079999999,2,0.8809619590000001,0.453084307,0.5848552379999999,4
1184,1184,2,105,105,-1.48262519,1,0.8183845000000001,0.943136261,1.249653056,4
1185,1185,2,106,106,-0.180262026,4,1.164045959,0.597481806,0.780034753,4
1186,1186,2,107,107,-1.5148018319999998,1,0.994748776,0.962638437,1.515674337,4
1187,1187,2,108,108,-0.826352645,3,0.896746382,0.940238627,0.854002886,4
1188,1188,2,109,109,-0.846212072,1,0.794921951,0.653398666,0.8520160609999999,4
1189,1189,2,110,110,-2.329220656,1,0.8261053420000001,0.911220958,1.856231782,4
1190,1190,2,111,111,-1.212652492,3,0.922259277,0.82416507,0.8891340120000001,4
1191,1191,2,112,112,-0.516585644,3,0.684548046,1.063794128,0.8060280059999999,4
1192,1192,2,113,113,-1.522846348,2,0.674014197,0.977253856,0.972684502,4
1193,1193,2,114,114,-1.270776115,1,0.7023894690000001,0.713450178,1.149301249,4
1194,1194,2,115,115,-0.8630253529999999,1,0.580825344,1.162770391,0.7142750640000001,4
1195,1195,2,116,116,-1.4676926609999998,1,0.8681679659999999,0.787850189,1.2696797,4
1196,1196,2,117,117,-0.605655705,1,0.297516379,0.7082209740000001,0.636835712,4
1197,1197,2,118,118,-1.118104021,3,0.820362602,0.787038685,0.893577895,4
1198,1198,2,119,119,-0.620330119,4,0.886770299,0.8022203509999999,0.8173164759999999,4
1199,1199,2,120,120,-0.5509690629999999,1,0.6866033490000001,0.733034305,0.590110265,4
1200,1200,2,121,121,-0.596049707,3,0.468606567,1.029518163,0.68982344,4
1201,1201,2,122,122,-0.495508272,1,0.817586995,0.742103706,0.559918606,4
1202,1202,2,123,123,-1.16272111,1,0.975080745,0.8037820809999999,1.221650963,4
1203,1203,2,124,124,-0.31719946600000004,2,0.463938296,0.690137012,0.493446967,4
1204,1204,2,125,125,-1.050132981,2,1.062657522,0.91014134,0.8890246190000001,4
1205,1205,2,126,126,-1.967327789,1,0.7058752309999999,1.357106575,1.744118091,4
1206,1206,2,127,127,-1.149168173,3,1.009047963,1.034425445,1.148885309,4
1207,1207,2,128,128,-0.8319343709999999,1,0.8302927720000001,0.945850761,0.880567228,4
1208,1208,2,129,129,-0.671889813,1,0.7213144440000001,1.023915449,0.745204647,4
1209,1209,2,130,130,-0.153886356,4,0.479487904,0.7619738359999999,0.843881955,4
1210,1210,2,131,131,-0.38669888,1,0.734217839,0.184432646,0.693482906,4
1211,1211,2,132,132,-0.887633027,1,0.688224182,1.053722083,1.107437919,4
1212,1212,2,133,133,-1.400152854,2,0.943367663,0.538928077,1.045546215,4
1213,1213,2,134,134,-1.527898371,1,0.652790721,0.970764647,1.315638963,4
1214,1214,2,135,135,-0.5980130370000001,4,0.659161482,0.653629075,0.854644299,4
1215,1215,2,136,136,-1.6550601740000002,1,0.835663761,0.651385405,1.442505985,4
1216,1216,2,137,137,-0.317070348,2,0.844600268,1.160135492,0.722516697,4
1217,1217,2,138,138,-0.927402277,3,0.936998232,0.999035662,1.063807896,4
1218,1218,2,139,139,-0.120718494,4,0.8514986440000001,0.840944143,0.86271748,4
1219,1219,2,140,140,-1.211269546,3,0.702475973,0.8951178240000001,0.952750689,4
