GROUP,SUBJECT,PHASE,HAND,TRIAL,TRIAL_ABS,TARGET,ROT,SIG_MP,DIR,HA_INIT,HA_MID,HA_END
0,12,Baseline,RH,6,6,0,0,4,CCW,0.465573175,-0.991792728,-3.809736611
0,12,Baseline,RH,7,7,0,0,4,CCW,0.379645246,-1.093459025,-3.552729734
0,12,Baseline,RH,8,8,0,0,4,CCW,4.184219928,2.918491092,-0.472978011
0,12,Baseline,RH,9,9,0,0,4,CCW,-0.290155593,-1.513103056,-4.435242378
0,12,Baseline,RH,10,10,0,0,4,CCW,-4.004291127,-5.566392791,-7.893337448
0,13,Baseline,RH,1,1,0,0,4,CCW,3.177027862,1.726925675,-1.247705842
0,13,Baseline,RH,2,2,0,0,4,CCW,7.850920123,6.250171312,2.813603572
0,13,Baseline,RH,3,3,0,0,4,CCW,8.458931021,7.137463302,4.408919862
0,13,Baseline,RH,4,4,0,0,4,CCW,-0.730342955,-2.612045421,-5.175620759
0,13,Baseline,RH,5,5,0,0,4,CCW,1.736790629,0.212344489,-2.768157581
0,13,Baseline,RH,6,6,0,0,4,CCW,0.089446506,-1.619960147,-3.973461357
0,13,Baseline,RH,7,7,0,0,4,CCW,1.703373604,0.248757644,-2.985352599
0,13,Baseline,RH,8,8,0,0,4,CCW,5.638908009,4.171408397,1.653873246
0,13,Baseline,RH,9,9,0,0,4,CCW,-2.183303251,-3.821313631,-6.971110201
0,13,Baseline,RH,10,10,0,0,4,CCW,-3.768662159,-5.379813513,-8.041765726
0,14,Baseline,RH,1,1,0,0,4,CCW,1.551745454,0.275796454,-2.634623594
0,14,Baseline,RH,2,2,0,0,4,CCW,2.075474344,0.882012947,-2.132143814
0,14,Baseline,RH,3,3,0,0,4,CCW,1.629739836,0.34931339,-3.055504004
0,14,Baseline,RH,4,4,0,0,4,CCW,-0.101856061,-1.318701397,-4.567508065
0,14,Baseline,RH,5,5,0,0,4,CCW,3.340434316,1.828520198,-1.505954618
0,14,Baseline,RH,6,6,0,0,4,CCW,4.377861055,2.96011124,0.024786318
0,14,Baseline,RH,7,7,0,0,4,CCW,0.252188335,-1.174209518,-4.290176501
0,14,Baseline,RH,8,8,0,0,4,CCW,2.284251394,1.05644402,-1.855030453
0,14,Baseline,RH,9,9,0,0,4,CCW,1.761582478,0.105668992,-3.812964455
0,14,Baseline,RH,10,10,0,0,4,CCW,7.132740253,5.544858031,2.147269295
0,15,Baseline,RH,1,1,0,0,4,CCW,0.188482397,-1.293593106,-4.368270278
0,15,Baseline,RH,2,2,0,0,4,CCW,3.055140016,1.350903992,-1.426563596
0,15,Baseline,RH,3,3,0,0,4,CCW,3.717055714,2.391851607,-1.020875696
0,15,Baseline,RH,4,4,0,0,4,CCW,5.91997727,4.337037211,1.254840099
0,15,Baseline,RH,5,5,0,0,4,CCW,0.21776526,-1.35192298,-4.05979137
0,15,Baseline,RH,6,6,0,0,4,CCW,0.489857266,-1.079993617,-3.31944827
0,15,Baseline,RH,7,7,0,0,4,CCW,0.125822412,-1.228328134,-4.615825351
0,15,Baseline,RH,8,8,0,0,4,CCW,1.111266449,-0.454101601,-3.114194852
0,15,Baseline,RH,9,9,0,0,4,CCW,-3.323800271,-4.720823944,-8.152485012
0,15,Baseline,RH,10,10,0,0,4,CCW,4.202263797,2.881553027,-0.85948448
0,16,Baseline,RH,1,1,0,0,4,CCW,3.432650106,2.173303743,-0.728397626
0,16,Baseline,RH,2,2,0,0,4,CCW,3.693460173,1.985897045,-1.159120247
0,16,Baseline,RH,3,3,0,0,4,CCW,-2.569576339,-3.900387497,-7.251659065
0,16,Baseline,RH,4,4,0,0,4,CCW,2.750223304,1.284806073,-2.047302932
0,16,Baseline,RH,5,5,0,0,4,CCW,1.942525416,0.684255827,-2.765448797
0,16,Baseline,RH,6,6,0,0,4,CCW,1.273917234,-0.166657406,-3.851557313
0,16,Baseline,RH,7,7,0,0,4,CCW,1.803554074,0.949961633,-2.669240271
0,16,Baseline,RH,8,8,0,0,4,CCW,2.705041235,1.422433081,-2.130834733
0,16,Baseline,RH,9,9,0,0,4,CCW,3.19188734,1.977174572,-1.492478216
0,16,Baseline,RH,10,10,0,0,4,CCW,4.254376852,2.957267006,0.532063279
0,17,Baseline,RH,1,1,0,0,4,CCW,3.562801117,2.105454555,-0.53697069
0,17,Baseline,RH,2,2,0,0,4,CCW,3.345591231,1.910660787,-0.809974882
0,17,Baseline,RH,3,3,0,0,4,CCW,0.82583808,-1.063041478,-4.077016414
0,17,Baseline,RH,4,4,0,0,4,CCW,5.6952201,4.309574744,1.12820891
0,17,Baseline,RH,5,5,0,0,4,CCW,-3.450726381,-4.900719925,-7.315093481
0,17,Baseline,RH,6,6,0,0,4,CCW,2.076514169,0.890377263,-2.35077976
0,17,Baseline,RH,7,7,0,0,4,CCW,2.011638177,0.60711471,-2.379447483
0,17,Baseline,RH,8,8,0,0,4,CCW,-1.698705765,-2.931110434,-6.140955979
0,17,Baseline,RH,9,9,0,0,4,CCW,2.189661075,0.68360127,-2.570101868
0,17,Baseline,RH,10,10,0,0,4,CCW,0.507323267,-1.163294087,-3.622740122
0,18,Baseline,RH,1,1,0,0,4,CCW,4.433430013,2.85257932,0.05419283
0,18,Baseline,RH,2,2,0,0,4,CCW,8.908381479,7.548505523,3.85013721
0,18,Baseline,RH,3,3,0,0,4,CCW,1.26272539,0.088833969,-3.156803951
0,18,Baseline,RH,4,4,0,0,4,CCW,3.292127904,1.500125267,-1.984935667
0,18,Baseline,RH,5,5,0,0,4,CCW,-0.986381492,-2.896390039,-5.331008798
0,18,Baseline,RH,6,6,0,0,4,CCW,6.03087067,4.50677055,1.281598794
0,18,Baseline,RH,7,7,0,0,4,CCW,-1.087354734,-2.389374413,-5.684727069
0,18,Baseline,RH,8,8,0,0,4,CCW,3.344872523,1.605318228,-0.884773103
0,18,Baseline,RH,9,9,0,0,4,CCW,-1.336136679,-2.717605435,-5.546103003
0,18,Baseline,RH,10,10,0,0,4,CCW,1.202616833,-0.203421294,-3.724405032
0,19,Baseline,RH,1,1,0,0,4,CCW,1.653684442,-0.023591033,-2.524548836
0,19,Baseline,RH,2,2,0,0,4,CCW,3.347920435,2.124964395,-1.040953544
0,19,Baseline,RH,3,3,0,0,4,CCW,3.770642036,2.661992827,-0.299471197
0,19,Baseline,RH,4,4,0,0,4,CCW,-0.306889545,-1.891026285,-5.109885387
0,19,Baseline,RH,5,5,0,0,4,CCW,1.617690228,0.037542628,-3.283435354
0,19,Baseline,RH,6,6,0,0,4,CCW,-3.088425067,-4.607453499,-7.249659491
0,19,Baseline,RH,7,7,0,0,4,CCW,3.694354243,2.095017365,-1.611624904
0,19,Baseline,RH,8,8,0,0,4,CCW,-1.054004134,-2.770452253,-5.454737015
0,19,Baseline,RH,9,9,0,0,4,CCW,-5.698066835,-7.392156393,-10.11921779
0,19,Baseline,RH,10,10,0,0,4,CCW,4.201245254,2.814959168,-0.671253107
0,20,Baseline,RH,1,1,0,0,4,CCW,3.506480114,1.844485699,-0.404504376
0,20,Baseline,RH,2,2,0,0,4,CCW,3.909837457,2.375187983,-0.669794781
0,20,Baseline,RH,3,3,0,0,4,CCW,2.324833142,0.925941656,-2.413880198
0,20,Baseline,RH,4,4,0,0,4,CCW,3.633201717,2.371862875,-0.943288422
0,20,Baseline,RH,5,5,0,0,4,CCW,0.518914273,-1.110479915,-4.115335309
0,20,Baseline,RH,6,6,0,0,4,CCW,1.982813367,0.553537887,-2.778230495
0,20,Baseline,RH,7,7,0,0,4,CCW,0.652602364,-0.856684541,-3.766846157
0,20,Baseline,RH,8,8,0,0,4,CCW,3.206273524,1.864863024,-1.302873986
0,20,Baseline,RH,9,9,0,0,4,CCW,-7.496607461,-8.686504566,-11.54659741
0,20,Baseline,RH,10,10,0,0,4,CCW,0.316445254,-1.217872017,-4.262286975
0,1,Adaptation,RH,1,11,0,-25,2,CCW,1.080627096,-0.955934623,1.680796416
0,1,Adaptation,RH,2,12,0,-34,1,CCW,3.971492472,1.61882469,11.45996898
0,1,Adaptation,RH,3,13,0,-38,2,CCW,5.792805319,3.804048985,17.55772616
0,1,Adaptation,RH,4,14,0,-31,4,CCW,3.049947714,1.205607107,9.369334072
0,1,Adaptation,RH,5,15,0,-30,4,CCW,9.781922332,7.590412102,14.49711083
0,1,Adaptation,RH,6,16,0,-34,4,CCW,6.29175399,4.230769385,19.0193172
0,1,Adaptation,RH,7,17,0,-23,1,CCW,6.704783095,4.769574257,7.82893697
0,1,Adaptation,RH,8,18,0,-29,4,CCW,7.278989602,5.017256111,11.18701468
0,1,Adaptation,RH,9,19,0,-22,1,CCW,10.1082423,8.053147258,10.52199316
0,1,Adaptation,RH,10,20,0,-32,1,CCW,10.64004777,8.610627402,19.17060553
0,1,Adaptation,RH,11,21,0,-30,2,CCW,7.250463446,5.328247826,13.93782721
0,1,Adaptation,RH,12,22,0,-31,1,CCW,2.476845198,0.583338208,13.65961592
0,1,Adaptation,RH,13,23,0,-28,2,CCW,5.816147095,3.992988498,14.41356086
0,1,Adaptation,RH,14,24,0,-23,2,CCW,3.744500359,1.786792313,6.108140708
0,1,Adaptation,RH,15,25,0,-34,2,CCW,4.868041239,2.973351482,18.24871578
0,1,Adaptation,RH,16,26,0,-27,2,CCW,10.15897178,8.094196256,13.31344
0,1,Adaptation,RH,17,27,0,-31,2,CCW,6.808639615,4.840402434,19.15162792
0,1,Adaptation,RH,18,28,0,-34,4,CCW,13.19610961,11.01921045,20.53573843
0,1,Adaptation,RH,19,29,0,-32,4,CCW,11.41207795,9.26101971,19.80120117
0,1,Adaptation,RH,20,30,0,-27,2,CCW,8.067856318,6.051455286,12.01354401
0,1,Adaptation,RH,21,31,0,-29,1,CCW,9.962368367,7.990644738,15.64739996
0,1,Adaptation,RH,22,32,0,-29,3,CCW,12.83505471,10.71983813,15.44451903
0,1,Adaptation,RH,23,33,0,-34,2,CCW,11.13875936,9.253410123,23.92251063
0,1,Adaptation,RH,24,34,0,-35,4,CCW,8.664882323,6.597512453,22.74998213
0,1,Adaptation,RH,25,35,0,-26,2,CCW,15.32118067,13.38809197,18.20615636
0,1,Adaptation,RH,26,36,0,-26,2,CCW,11.57201894,9.61205121,16.40480911
0,1,Adaptation,RH,27,37,0,-31,2,CCW,15.95919986,14.0263801,20.5686603
0,1,Adaptation,RH,28,38,0,-30,3,CCW,14.52037714,12.46281424,20.80143704
0,1,Adaptation,RH,29,39,0,-31,4,CCW,11.90377549,9.981584842,21.89796536
0,1,Adaptation,RH,30,40,0,-26,1,CCW,10.75558004,8.86193616,14.26182303
0,1,Adaptation,RH,31,41,0,-25,2,CCW,9.025598603,6.970300773,13.56143706
0,1,Adaptation,RH,32,42,0,-30,3,CCW,15.68223342,13.7245763,23.23962262
0,1,Adaptation,RH,33,43,0,-35,2,CCW,15.67971021,13.64355149,27.15692737
0,1,Adaptation,RH,34,44,0,-33,4,CCW,12.12116835,10.15635727,21.92377291
0,1,Adaptation,RH,35,45,0,-30,2,CCW,10.60981816,8.582864089,14.77087832
0,1,Adaptation,RH,36,46,0,-28,3,CCW,12.6334587,10.88990364,18.65792126
0,1,Adaptation,RH,37,47,0,-25,2,CCW,10.35728901,8.310702597,13.0085045
0,1,Adaptation,RH,38,48,0,-34,1,CCW,11.43086509,9.245508996,21.42450042
0,1,Adaptation,RH,39,49,0,-33,4,CCW,11.7794377,9.675508766,18.37376723
0,1,Adaptation,RH,40,50,0,-29,1,CCW,13.04840115,10.95731149,22.16906046
0,1,Adaptation,RH,41,51,0,-32,1,CCW,12.65134334,10.67531647,22.78963459
0,1,Adaptation,RH,42,52,0,-31,4,CCW,15.87172311,13.8536233,21.89622395
0,1,Adaptation,RH,43,53,0,-34,3,CCW,10.66033923,8.635914275,24.0221272
0,1,Adaptation,RH,44,54,0,-37,3,CCW,16.38029795,14.37065866,27.81816986
0,1,Adaptation,RH,45,55,0,-23,2,CCW,16.33489218,14.41793903,16.58157055
0,1,Adaptation,RH,46,56,0,-29,2,CCW,14.90050474,12.93572996,19.96515883
0,1,Adaptation,RH,47,57,0,-30,2,CCW,14.2568609,12.2743384,20.16641016
0,1,Adaptation,RH,48,58,0,-25,1,CCW,10.02427665,8.072341992,19.16871051
0,1,Adaptation,RH,49,59,0,-29,2,CCW,15.70331928,13.61963561,20.23061322
0,1,Adaptation,RH,50,60,0,-33,3,CCW,13.85786877,11.60403384,22.02297947
0,1,Adaptation,RH,51,61,0,-27,3,CCW,12.62392822,10.75626165,26.39172419
0,1,Adaptation,RH,52,62,0,-22,3,CCW,15.61928244,13.60644841,17.68208872
0,1,Adaptation,RH,53,63,0,-26,3,CCW,15.84798088,13.9922188,20.29791712
0,1,Adaptation,RH,54,64,0,-31,3,CCW,19.78509543,17.65484461,27.4274385
0,1,Adaptation,RH,55,65,0,-27,2,CCW,14.66834297,12.52735182,20.16228834
0,1,Adaptation,RH,56,66,0,-34,2,CCW,9.825449259,7.991703556,20.08743742
0,1,Adaptation,RH,57,67,0,-28,1,CCW,9.981370782,7.787002334,18.01347306
0,1,Adaptation,RH,58,68,0,-31,3,CCW,10.90258209,9.011051935,22.51115388
0,1,Adaptation,RH,59,69,0,-28,4,CCW,10.92638303,8.903701132,22.11763059
0,1,Adaptation,RH,60,70,0,-33,4,CCW,12.99768163,10.88778871,27.24791855
0,1,Adaptation,RH,61,71,0,-23,3,CCW,17.18879657,15.17407769,20.40093051
0,1,Adaptation,RH,62,72,0,-37,1,CCW,12.99041551,10.76084893,26.87005532
0,1,Adaptation,RH,63,73,0,-29,4,CCW,12.70610881,10.43085302,17.92269513
0,1,Adaptation,RH,64,74,0,-29,1,CCW,10.34807746,8.334245688,19.6804102
0,1,Adaptation,RH,65,75,0,-24,2,CCW,16.05530631,14.24601293,20.90954981
0,1,Adaptation,RH,66,76,0,-30,3,CCW,15.24468948,13.28118878,22.26437737
0,1,Adaptation,RH,67,77,0,-30,3,CCW,14.0596514,12.1444624,18.46385008
0,1,Adaptation,RH,68,78,0,-25,1,CCW,15.05661183,13.13308717,20.42906814
0,1,Adaptation,RH,69,79,0,-32,3,CCW,13.82755749,11.94032697,23.54492875
0,1,Adaptation,RH,70,80,0,-38,2,CCW,16.87897161,14.87115272,27.90099183
0,1,Adaptation,RH,71,81,0,-35,1,CCW,21.13644097,18.925778,28.10474159
0,1,Adaptation,RH,72,82,0,-30,3,CCW,16.54351322,14.61509796,24.27371788
0,1,Adaptation,RH,73,83,0,-32,4,CCW,18.5768479,16.60489947,25.59659011
0,1,Adaptation,RH,74,84,0,-31,1,CCW,16.87892379,14.76227629,25.86206605
0,1,Adaptation,RH,75,85,0,-32,4,CCW,15.81434788,13.69306574,25.17898979
0,1,Adaptation,RH,76,86,0,-22,1,CCW,21.73831362,19.68975952,20.33671084
0,1,Adaptation,RH,77,87,0,-26,2,CCW,11.02686815,8.924266501,15.49047598
0,1,Adaptation,RH,78,88,0,-29,2,CCW,14.35792889,12.27085629,19.94786221
0,1,Adaptation,RH,79,89,0,-33,1,CCW,19.54848002,17.58665581,24.68411878
0,1,Adaptation,RH,80,90,0,-31,4,CCW,15.15993042,13.11704112,23.4775352
0,1,Adaptation,RH,81,91,0,-30,2,CCW,17.38511959,15.41503264,23.04776646
0,1,Adaptation,RH,82,92,0,-21,4,CCW,14.77416602,12.86415287,16.52852778
0,1,Adaptation,RH,83,93,0,-24,2,CCW,20.00474991,17.94127536,22.42044143
0,1,Adaptation,RH,84,94,0,-35,3,CCW,18.53827607,16.53153071,31.85443334
0,1,Adaptation,RH,85,95,0,-31,2,CCW,14.67321982,12.69193187,28.2894845
0,1,Adaptation,RH,86,96,0,-30,1,CCW,15.44135459,13.41218184,26.55835413
0,1,Adaptation,RH,87,97,0,-29,2,CCW,14.55055226,12.45178279,21.69464596
0,1,Adaptation,RH,88,98,0,-42,3,CCW,18.16141516,16.1221217,35.26990122
0,1,Adaptation,RH,89,99,0,-27,4,CCW,9.852266644,7.832811507,20.98293251
0,1,Adaptation,RH,90,100,0,-29,1,CCW,18.85490062,16.82692212,29.40855903
0,1,Adaptation,RH,91,101,0,-32,3,CCW,11.89918684,9.894064809,24.05113386
0,1,Adaptation,RH,92,102,0,-35,1,CCW,10.72715633,8.804602954,22.81958148
0,1,Adaptation,RH,93,103,0,-29,3,CCW,15.81604259,13.73736442,21.51739571
0,1,Adaptation,RH,94,104,0,-34,3,CCW,20.20836142,18.06747072,30.02465425
0,1,Adaptation,RH,95,105,0,-34,1,CCW,21.27671999,19.33012985,33.63245749
0,1,Adaptation,RH,96,106,0,-31,1,CCW,20.50332219,18.31054635,28.12558404
0,1,Adaptation,RH,97,107,0,-25,2,CCW,12.87211975,10.8897445,18.3263616
0,1,Adaptation,RH,98,108,0,-33,1,CCW,19.38698893,17.41136397,32.90875232
0,1,Adaptation,RH,99,109,0,-30,4,CCW,15.3916394,13.48139947,22.52099715
0,1,Adaptation,RH,100,110,0,-36,3,CCW,10.01399548,8.093229167,26.30311306
0,1,Adaptation,RH,101,111,0,-27,3,CCW,20.10446269,18.19976016,26.52270968
