GROUP,SUBJECT,PHASE,HAND,TRIAL,TRIAL_ABS,TARGET,ROT,SIG_MP,DIR,HA_INIT,HA_MID,HA_END
0,3,Adaptation,RH,154,164,0,-31,1,CCW,24.8290458,22.82145106,29.57190603
0,3,Adaptation,RH,155,165,0,-28,1,CCW,20.65898118,18.75085814,25.97320063
0,3,Adaptation,RH,156,166,0,-33,3,CCW,21.2347413,19.42668795,30.39703948
0,3,Adaptation,RH,157,167,0,-31,2,CCW,17.48049134,15.48413565,27.08596473
0,3,Adaptation,RH,158,168,0,-32,2,CCW,16.44480076,14.56731333,28.56631301
0,3,Adaptation,RH,159,169,0,-29,4,CCW,19.06408705,17.25433048,25.88012497
0,3,Adaptation,RH,160,170,0,-31,1,CCW,21.40994703,19.17252217,28.21809614
0,3,Adaptation,RH,161,171,0,-28,1,CCW,25.45829839,23.48163296,28.56403945
0,3,Adaptation,RH,162,172,0,-36,4,CCW,20.14140198,18.10101391,33.01389487
0,3,Adaptation,RH,163,173,0,-29,4,CCW,16.74288124,14.62363438,27.25838676
0,3,Adaptation,RH,164,174,0,-33,3,CCW,16.7886491,14.95712498,26.67213225
0,3,Adaptation,RH,165,175,0,-22,3,CCW,16.41192769,14.37061284,22.30977783
0,3,Adaptation,RH,166,176,0,-34,4,CCW,21.3021178,19.25194328,35.5743556
0,3,Adaptation,RH,167,177,0,-29,1,CCW,20.61479229,18.60648586,35.45203842
0,3,Adaptation,RH,168,178,0,-33,2,CCW,20.00331072,17.98753091,30.48891324
0,3,Adaptation,RH,169,179,0,-28,1,CCW,20.95215826,19.00495251,26.51286902
0,3,Adaptation,RH,170,180,0,-33,4,CCW,19.4027675,17.33046143,27.67335718
0,3,Adaptation,RH,171,181,0,-28,1,CCW,18.21126234,16.29625651,21.52854047
0,3,Adaptation,RH,172,182,0,-28,4,CCW,20.92790303,19.00754144,24.24132988
0,3,Adaptation,RH,173,183,0,-26,4,CCW,21.3680582,19.29552444,24.70608423
0,3,Adaptation,RH,174,184,0,-24,3,CCW,16.9557499,14.78709545,17.51527164
0,3,Adaptation,RH,175,185,0,-32,4,CCW,13.41607889,11.45471831,22.02439559
0,3,Adaptation,RH,176,186,0,-34,3,CCW,18.04177028,16.09227812,27.99182407
0,3,Adaptation,RH,177,187,0,-31,2,CCW,16.69328769,14.6524803,25.04028995
0,3,Adaptation,RH,178,188,0,-27,4,CCW,17.430038,15.32280239,21.69961042
0,3,Adaptation,RH,179,189,0,-25,4,CCW,22.62254049,20.5257422,23.34020743
0,3,Adaptation,RH,180,190,0,-26,1,CCW,17.88070148,15.85368693,22.15575881
0,4,Adaptation,RH,1,11,0,-25,2,CCW,0.252875734,-1.683683612,1.646485691
0,4,Adaptation,RH,2,12,0,-34,1,CCW,10.25441126,8.191434942,16.12862025
0,4,Adaptation,RH,3,13,0,-38,2,CCW,3.562192932,1.570116307,18.54745912
0,4,Adaptation,RH,4,14,0,-31,4,CCW,1.617153895,-0.520541022,11.25647537
0,4,Adaptation,RH,5,15,0,-30,4,CCW,5.643731684,3.784552933,9.255196655
0,4,Adaptation,RH,6,16,0,-34,4,CCW,1.656155113,-0.357968055,15.53148145
0,4,Adaptation,RH,7,17,0,-23,1,CCW,4.031058422,1.902086483,7.415839431
0,4,Adaptation,RH,8,18,0,-29,4,CCW,5.068846562,3.118340192,14.44501347
0,4,Adaptation,RH,9,19,0,-22,1,CCW,7.003550677,5.066033172,3.869251539
0,4,Adaptation,RH,10,20,0,-32,1,CCW,10.65504149,8.748404919,18.48313158
0,4,Adaptation,RH,11,21,0,-30,2,CCW,8.101313875,6.129186366,15.0289297
0,4,Adaptation,RH,12,22,0,-31,1,CCW,7.443150273,5.463202769,16.5244392
0,4,Adaptation,RH,13,23,0,-28,2,CCW,8.895475698,6.881801582,15.82440154
0,4,Adaptation,RH,14,24,0,-23,2,CCW,5.235876826,3.324211712,10.12156952
0,4,Adaptation,RH,15,25,0,-34,2,CCW,9.922205264,7.913951472,17.8358954
0,4,Adaptation,RH,16,26,0,-27,2,CCW,7.304606731,5.364994221,12.65891555
0,4,Adaptation,RH,17,27,0,-31,2,CCW,10.61118626,8.648059086,19.42861555
0,4,Adaptation,RH,18,28,0,-34,4,CCW,8.499018829,6.582835871,16.41795383
0,4,Adaptation,RH,19,29,0,-32,4,CCW,7.186714236,5.21496174,18.70489289
0,4,Adaptation,RH,20,30,0,-27,2,CCW,5.143413941,2.786427163,14.00760559
0,4,Adaptation,RH,21,31,0,-29,1,CCW,10.51258398,8.171830743,16.41920106
0,4,Adaptation,RH,22,32,0,-29,3,CCW,11.52997041,9.415278624,17.04294495
0,4,Adaptation,RH,23,33,0,-34,2,CCW,8.833265396,6.754539643,17.83477982
0,4,Adaptation,RH,24,34,0,-35,4,CCW,6.843147881,4.970961618,22.17090057
0,4,Adaptation,RH,25,35,0,-26,2,CCW,7.550946362,5.609405672,15.57502231
0,4,Adaptation,RH,26,36,0,-26,2,CCW,13.75215954,11.81410011,15.35718069
0,4,Adaptation,RH,27,37,0,-31,2,CCW,9.036410162,6.982880057,15.2213755
0,4,Adaptation,RH,28,38,0,-30,3,CCW,11.99668122,9.948382515,18.88946185
0,4,Adaptation,RH,29,39,0,-31,4,CCW,11.31729172,9.306444212,20.09058398
0,4,Adaptation,RH,30,40,0,-26,1,CCW,14.24107726,12.27510573,18.38751692
0,4,Adaptation,RH,31,41,0,-25,2,CCW,10.11845607,8.211040912,14.39519175
0,4,Adaptation,RH,32,42,0,-30,3,CCW,11.82139523,9.820863061,19.60655684
0,4,Adaptation,RH,33,43,0,-35,2,CCW,16.66364396,14.54972901,24.42509205
0,4,Adaptation,RH,34,44,0,-33,4,CCW,14.05043648,12.00770036,24.0773536
0,4,Adaptation,RH,35,45,0,-30,2,CCW,18.16629453,16.14819132,21.55729681
0,4,Adaptation,RH,36,46,0,-28,3,CCW,12.90585701,10.84010904,16.70089023
0,4,Adaptation,RH,37,47,0,-25,2,CCW,14.27767374,12.21924918,17.40608878
0,4,Adaptation,RH,38,48,0,-34,1,CCW,15.53875483,13.70039996,22.51286649
0,4,Adaptation,RH,39,49,0,-33,4,CCW,15.29098623,13.28910879,24.74182017
0,4,Adaptation,RH,40,50,0,-29,1,CCW,10.14212386,8.184719936,21.31840796
0,4,Adaptation,RH,41,51,0,-32,1,CCW,7.161806837,5.365209564,13.49662654
0,4,Adaptation,RH,42,52,0,-31,4,CCW,14.5241593,12.65701456,25.34842777
0,4,Adaptation,RH,43,53,0,-34,3,CCW,10.68282539,8.714813952,20.86417092
0,4,Adaptation,RH,44,54,0,-37,3,CCW,18.98376338,16.90122033,26.13159325
0,4,Adaptation,RH,45,55,0,-23,2,CCW,14.7167836,12.73971288,14.3110644
0,4,Adaptation,RH,46,56,0,-29,2,CCW,15.25604996,13.22982488,19.72268601
0,4,Adaptation,RH,47,57,0,-30,2,CCW,15.41363218,13.50343013,21.77557869
0,4,Adaptation,RH,48,58,0,-25,1,CCW,16.68069223,14.8964225,21.34047302
0,4,Adaptation,RH,49,59,0,-29,2,CCW,12.76922746,10.75983578,17.280256
0,4,Adaptation,RH,50,60,0,-33,3,CCW,13.50433923,11.59945738,22.47791213
0,4,Adaptation,RH,51,61,0,-27,3,CCW,14.38574158,12.26848259,18.5532433
0,4,Adaptation,RH,52,62,0,-22,3,CCW,16.77337008,14.59986049,18.2620713
0,4,Adaptation,RH,53,63,0,-26,3,CCW,15.30192676,13.33909636,16.87689964
0,4,Adaptation,RH,54,64,0,-31,3,CCW,12.59532291,10.4760365,22.66057641
0,4,Adaptation,RH,55,65,0,-27,2,CCW,16.73804373,14.64267893,22.64364463
0,4,Adaptation,RH,56,66,0,-34,2,CCW,14.96057889,13.10208334,25.05265505
0,4,Adaptation,RH,57,67,0,-28,1,CCW,11.51676958,9.520105212,16.71496304
0,4,Adaptation,RH,58,68,0,-31,3,CCW,14.43853272,12.41242094,20.53921454
0,4,Adaptation,RH,59,69,0,-28,4,CCW,11.31671243,9.264412977,22.57110057
0,4,Adaptation,RH,60,70,0,-33,4,CCW,12.46369012,10.39601144,23.93565994
0,4,Adaptation,RH,61,71,0,-23,3,CCW,16.22080045,14.15336088,19.50978323
0,4,Adaptation,RH,62,72,0,-37,1,CCW,9.410371318,7.342531422,23.20602715
0,4,Adaptation,RH,63,73,0,-29,4,CCW,10.79835066,8.829608632,12.8047135
0,4,Adaptation,RH,64,74,0,-29,1,CCW,18.65790382,16.61997944,23.247546
0,4,Adaptation,RH,65,75,0,-24,2,CCW,16.04021981,14.26550963,21.42016851
0,4,Adaptation,RH,66,76,0,-30,3,CCW,16.722893,14.83972807,24.38744604
0,4,Adaptation,RH,67,77,0,-30,3,CCW,17.89385871,15.77366215,24.69342359
0,4,Adaptation,RH,68,78,0,-25,1,CCW,18.53502641,16.60110027,20.57114321
0,4,Adaptation,RH,69,79,0,-32,3,CCW,15.9823293,13.9495734,21.8466475
0,4,Adaptation,RH,70,80,0,-38,2,CCW,17.55222349,15.40141078,35.33099817
0,4,Adaptation,RH,71,81,0,-35,1,CCW,13.21290458,11.30179548,29.24533566
0,4,Adaptation,RH,72,82,0,-30,3,CCW,14.53565516,12.63158362,20.09961268
0,4,Adaptation,RH,73,83,0,-32,4,CCW,14.5123654,12.56163733,24.39573684
0,4,Adaptation,RH,74,84,0,-31,1,CCW,13.60299242,11.55888676,24.55761388
0,4,Adaptation,RH,75,85,0,-32,4,CCW,14.10082895,12.12130537,23.15418115
0,4,Adaptation,RH,76,86,0,-22,1,CCW,16.84283716,14.94061785,14.24817996
0,4,Adaptation,RH,77,87,0,-26,2,CCW,15.03374967,13.19104433,18.17686888
0,4,Adaptation,RH,78,88,0,-29,2,CCW,16.15494003,14.19196619,21.62536794
0,4,Adaptation,RH,79,89,0,-33,1,CCW,14.70266491,12.72477946,24.63656759
0,4,Adaptation,RH,80,90,0,-31,4,CCW,16.02331702,14.0768383,24.18770243
0,4,Adaptation,RH,81,91,0,-30,2,CCW,18.54503943,16.57123665,24.51727281
0,4,Adaptation,RH,82,92,0,-21,4,CCW,11.23457453,9.344116022,18.49116555
0,4,Adaptation,RH,83,93,0,-24,2,CCW,19.77663301,17.72170966,22.23238931
0,4,Adaptation,RH,84,94,0,-35,3,CCW,17.65614592,15.87360798,30.58919039
0,4,Adaptation,RH,85,95,0,-31,2,CCW,20.05868943,18.04422796,27.60937919
0,4,Adaptation,RH,86,96,0,-30,1,CCW,19.11334998,17.04644664,25.23476277
0,4,Adaptation,RH,87,97,0,-29,2,CCW,12.82204809,10.90693101,20.24183982
0,4,Adaptation,RH,88,98,0,-42,3,CCW,15.95363769,13.9593467,33.98803424
0,4,Adaptation,RH,89,99,0,-27,4,CCW,15.0725501,13.04337147,22.00136261
0,4,Adaptation,RH,90,100,0,-29,1,CCW,12.46368325,10.5251451,23.57056702
0,4,Adaptation,RH,91,101,0,-32,3,CCW,20.86167593,18.86304025,30.75979998
0,4,Adaptation,RH,92,102,0,-35,1,CCW,15.56220073,13.52098938,31.8387213
0,4,Adaptation,RH,93,103,0,-29,3,CCW,15.91730441,14.01101937,25.62196625
0,4,Adaptation,RH,94,104,0,-34,3,CCW,19.17456098,17.09104528,29.49358279
0,4,Adaptation,RH,95,105,0,-34,1,CCW,16.311028,14.20157415,30.17121839
0,4,Adaptation,RH,96,106,0,-31,1,CCW,16.38360793,14.35148986,28.42858157
0,4,Adaptation,RH,97,107,0,-25,2,CCW,18.05054741,16.04903613,24.29058461
0,4,Adaptation,RH,98,108,0,-33,1,CCW,18.65030359,16.76675284,32.78873659
0,4,Adaptation,RH,99,109,0,-30,4,CCW,19.12692391,17.07743984,27.63363961
0,4,Adaptation,RH,100,110,0,-36,3,CCW,18.55551,16.6770949,30.75131705
0,4,Adaptation,RH,101,111,0,-27,3,CCW,19.28061002,17.12153122,22.38716269
0,4,Adaptation,RH,102,112,0,-30,2,CCW,15.93376643,13.88111893,25.59567855
0,4,Adaptation,RH,103,113,0,-28,3,CCW,12.24653817,10.22005631,21.69772888
0,4,Adaptation,RH,104,114,0,-23,2,CCW,22.55174358,20.59110337,26.62726911
0,4,Adaptation,RH,105,115,0,-26,1,CCW,15.54268184,13.76031284,21.25350812
0,4,Adaptation,RH,106,116,0,-22,2,CCW,21.56364096,19.6832064,26.73642658
0,4,Adaptation,RH,107,117,0,-37,3,CCW,21.5197172,19.48318436,31.62850255
0,4,Adaptation,RH,108,118,0,-31,3,CCW,19.80251313,17.56126882,26.87778864
0,4,Adaptation,RH,109,119,0,-32,1,CCW,19.23838064,17.16435592,28.19138714
0,4,Adaptation,RH,110,120,0,-31,3,CCW,17.95816846,15.92719382,27.40436222
0,4,Adaptation,RH,111,121,0,-34,1,CCW,16.95637781,15.01057653,29.27678832
0,4,Adaptation,RH,112,122,0,-36,4,CCW,16.30658984,14.29436152,28.23913822
0,4,Adaptation,RH,113,123,0,-28,3,CCW,15.79321613,13.6969882,22.75890399
0,4,Adaptation,RH,114,124,0,-26,1,CCW,15.97537184,14.00076932,20.76739866
0,4,Adaptation,RH,115,125,0,-34,2,CCW,22.30518132,20.11600572,29.41295508
0,4,Adaptation,RH,116,126,0,-39,2,CCW,12.01502534,10.13705075,28.58861121
0,4,Adaptation,RH,117,127,0,-29,3,CCW,17.15066318,15.18828689,25.19395841
0,4,Adaptation,RH,118,128,0,-27,4,CCW,16.66487224,14.65962933,25.46031342
0,4,Adaptation,RH,119,129,0,-31,4,CCW,20.31889183,18.5142852,29.87757468
0,4,Adaptation,RH,120,130,0,-26,4,CCW,18.56759419,16.51105213,23.51084273
0,4,Adaptation,RH,121,131,0,-27,3,CCW,15.23953633,13.23175688,24.95497422
0,4,Adaptation,RH,122,132,0,-33,2,CCW,21.4842389,19.47616878,31.42193284
0,4,Adaptation,RH,123,133,0,-29,4,CCW,22.3375442,20.25807342,28.91762714
0,4,Adaptation,RH,124,134,0,-32,3,CCW,18.79778056,16.69341167,27.15884701
0,4,Adaptation,RH,125,135,0,-28,4,CCW,18.37892414,16.29870568,23.07597115
0,4,Adaptation,RH,126,136,0,-32,3,CCW,19.13817075,17.18505319,28.34741078
0,4,Adaptation,RH,127,137,0,-31,1,CCW,16.89030081,14.89496005,26.54394267
0,4,Adaptation,RH,128,138,0,-32,4,CCW,22.00207608,19.96673078,28.60571227
0,4,Adaptation,RH,129,139,0,-35,1,CCW,13.10903019,11.23471025,26.33005474
0,4,Adaptation,RH,130,140,0,-34,3,CCW,22.31834558,20.42194872,32.58492741
0,4,Adaptation,RH,131,141,0,-24,3,CCW,16.15622914,14.19892541,22.84488498
0,4,Adaptation,RH,132,142,0,-37,3,CCW,16.07302792,14.06526105,27.12181878
0,4,Adaptation,RH,133,143,0,-25,3,CCW,18.815809,16.63671597,20.98154439
0,4,Adaptation,RH,134,144,0,-23,4,CCW,19.34942517,17.26969886,24.03869509
0,4,Adaptation,RH,135,145,0,-34,4,CCW,19.9582148,18.00246487,28.9006444
0,4,Adaptation,RH,136,146,0,-27,1,CCW,20.15481151,18.21772062,25.31336284
0,4,Adaptation,RH,137,147,0,-22,1,CCW,14.83363197,12.68025234,18.06817627
0,4,Adaptation,RH,138,148,0,-30,1,CCW,20.49442218,18.22106814,31.27075687
0,4,Adaptation,RH,139,149,0,-37,4,CCW,20.48007866,18.46333475,33.33091204
0,4,Adaptation,RH,140,150,0,-34,1,CCW,20.57796582,18.62585234,30.56750596
0,4,Adaptation,RH,141,151,0,-33,4,CCW,19.16540562,17.30667101,29.03177024
0,4,Adaptation,RH,142,152,0,-26,2,CCW,19.53196409,17.43446528,25.69169886
0,4,Adaptation,RH,143,153,0,-27,4,CCW,16.42295131,14.39397941,20.00907336
0,4,Adaptation,RH,144,154,0,-34,3,CCW,18.75286817,16.63632734,32.5124486
0,4,Adaptation,RH,145,155,0,-35,4,CCW,21.02047634,19.1113469,35.49573342
0,4,Adaptation,RH,146,156,0,-34,1,CCW,14.7461365,12.722079,25.1012535
0,4,Adaptation,RH,147,157,0,-32,2,CCW,17.80921447,15.8746191,23.33717273
0,4,Adaptation,RH,148,158,0,-26,4,CCW,15.2794183,13.15192285,25.29344815
0,4,Adaptation,RH,149,159,0,-29,2,CCW,22.64172912,20.69684818,29.22248131
0,4,Adaptation,RH,150,160,0,-35,3,CCW,20.25287497,18.26161586,34.92946155
0,4,Adaptation,RH,151,161,0,-36,3,CCW,22.60103506,20.63581709,35.38491494
0,4,Adaptation,RH,152,162,0,-32,4,CCW,18.04405729,15.94466104,29.42628476
0,4,Adaptation,RH,153,163,0,-30,1,CCW,20.63490071,18.59205709,29.97894657
0,4,Adaptation,RH,154,164,0,-31,1,CCW,20.79414619,18.89456472,28.18943938
0,4,Adaptation,RH,155,165,0,-28,1,CCW,21.99958372,20.06285251,23.19191049
0,4,Adaptation,RH,156,166,0,-33,3,CCW,19.88319439,17.98776539,30.11753959
0,4,Adaptation,RH,157,167,0,-31,2,CCW,20.69063337,18.64006267,28.59303689
0,4,Adaptation,RH,158,168,0,-32,2,CCW,14.77218748,12.73899211,26.55533285
0,4,Adaptation,RH,159,169,0,-29,4,CCW,22.68029013,20.84383138,28.01920282
0,4,Adaptation,RH,160,170,0,-31,1,CCW,17.97652025,16.16720427,26.93388664
0,4,Adaptation,RH,161,171,0,-28,1,CCW,17.49631086,15.50035073,24.66259172
0,4,Adaptation,RH,162,172,0,-36,4,CCW,14.82487553,12.7551562,28.73660692
0,4,Adaptation,RH,163,173,0,-29,4,CCW,19.70646028,17.68958002,25.61362045
0,4,Adaptation,RH,164,174,0,-33,3,CCW,19.68292967,17.8373093,31.03537856
0,4,Adaptation,RH,165,175,0,-22,3,CCW,20.46548763,18.62066787,24.3223048
0,4,Adaptation,RH,166,176,0,-34,4,CCW,21.29468347,19.20797569,35.22989428
0,4,Adaptation,RH,167,177,0,-29,1,CCW,18.73542922,16.74996652,30.32056039
0,4,Adaptation,RH,168,178,0,-33,2,CCW,22.55025672,20.58888089,31.28396672
0,4,Adaptation,RH,169,179,0,-28,1,CCW,18.3825777,16.25095729,23.23156803
0,4,Adaptation,RH,170,180,0,-33,4,CCW,16.33334437,14.41299079,26.36674962
0,4,Adaptation,RH,171,181,0,-28,1,CCW,18.55749876,16.54395462,25.5684367
0,4,Adaptation,RH,172,182,0,-28,4,CCW,17.81527366,15.77349302,20.4588104
0,4,Adaptation,RH,173,183,0,-26,4,CCW,20.19188831,18.10990035,22.11003135
0,4,Adaptation,RH,174,184,0,-24,3,CCW,20.9640984,19.04953374,21.64184451
0,4,Adaptation,RH,175,185,0,-32,4,CCW,16.7132319,14.67750004,24.58674747
0,4,Adaptation,RH,176,186,0,-34,3,CCW,20.65558459,18.38073793,30.51901959
0,4,Adaptation,RH,177,187,0,-31,2,CCW,18.46799961,16.61929731,27.96117567
0,4,Adaptation,RH,178,188,0,-27,4,CCW,22.39917993,20.35578203,28.04110842
0,4,Adaptation,RH,179,189,0,-25,4,CCW,17.92618543,15.9491622,18.81373284
0,4,Adaptation,RH,180,190,0,-26,1,CCW,19.72865143,17.81136007,25.18835848
0,5,Adaptation,RH,1,11,0,-25,2,CCW,-0.838021215,-2.754822953,0.425200976
0,5,Adaptation,RH,2,12,0,-34,1,CCW,1.645348131,-0.404441819,8.038937203
0,5,Adaptation,RH,3,13,0,-38,2,CCW,4.942955471,2.711392861,18.82125473
0,5,Adaptation,RH,4,14,0,-31,4,CCW,2.327715149,0.407097719,14.90793138
0,5,Adaptation,RH,5,15,0,-30,4,CCW,1.237955162,-0.816140795,7.62444946
0,5,Adaptation,RH,6,16,0,-34,4,CCW,2.921265259,0.977171395,16.31941901
0,5,Adaptation,RH,7,17,0,-23,1,CCW,2.419054814,0.221398208,4.303623687
0,5,Adaptation,RH,8,18,0,-29,4,CCW,7.876459111,5.821993073,15.30311936
0,5,Adaptation,RH,9,19,0,-22,1,CCW,7.531646013,5.545436569,5.380757342
0,5,Adaptation,RH,10,20,0,-32,1,CCW,9.361277819,7.299290255,15.11567458
0,5,Adaptation,RH,11,21,0,-30,2,CCW,5.519393515,3.519951793,15.45171346
0,5,Adaptation,RH,12,22,0,-31,1,CCW,8.930458057,6.819738132,18.10149686
0,5,Adaptation,RH,13,23,0,-28,2,CCW,6.677728886,4.696287897,17.10414024
0,5,Adaptation,RH,14,24,0,-23,2,CCW,10.21190132,8.324043101,11.23571984
0,5,Adaptation,RH,15,25,0,-34,2,CCW,10.35524668,8.330601728,21.18931297
0,5,Adaptation,RH,16,26,0,-27,2,CCW,9.567843747,7.411740024,13.74472964
0,5,Adaptation,RH,17,27,0,-31,2,CCW,14.54541532,12.66507749,18.75261131
0,5,Adaptation,RH,18,28,0,-34,4,CCW,6.552585018,4.576819546,18.66168624
0,5,Adaptation,RH,19,29,0,-32,4,CCW,9.095838597,6.995355781,19.36610522
0,5,Adaptation,RH,20,30,0,-27,2,CCW,9.89976655,8.091779131,15.52588475
0,5,Adaptation,RH,21,31,0,-29,1,CCW,10.58697497,8.524430392,15.53602595
0,5,Adaptation,RH,22,32,0,-29,3,CCW,12.30173764,10.2264416,18.1991788
0,5,Adaptation,RH,23,33,0,-34,2,CCW,14.37038001,12.34903164,26.74661258
0,5,Adaptation,RH,24,34,0,-35,4,CCW,8.764902853,6.84192626,21.79814571
0,5,Adaptation,RH,25,35,0,-26,2,CCW,11.21118451,9.211897975,16.10823286
0,5,Adaptation,RH,26,36,0,-26,2,CCW,5.377259053,3.367940401,12.8007632
0,5,Adaptation,RH,27,37,0,-31,2,CCW,6.532503008,4.438977887,14.454367
0,5,Adaptation,RH,28,38,0,-30,3,CCW,11.58628276,9.519930968,20.31685075
0,5,Adaptation,RH,29,39,0,-31,4,CCW,11.30085645,9.335879717,20.31041835
0,5,Adaptation,RH,30,40,0,-26,1,CCW,9.775058515,7.613070771,9.46909453
0,5,Adaptation,RH,31,41,0,-25,2,CCW,7.312509141,5.317592451,15.55317904
0,5,Adaptation,RH,32,42,0,-30,3,CCW,10.72134037,8.802610077,21.54627288
0,5,Adaptation,RH,33,43,0,-35,2,CCW,14.91177951,12.9556215,27.06389958
0,5,Adaptation,RH,34,44,0,-33,4,CCW,13.00740123,10.92154023,24.81980593
0,5,Adaptation,RH,35,45,0,-30,2,CCW,9.843315001,7.823793407,15.02066312
0,5,Adaptation,RH,36,46,0,-28,3,CCW,12.14822347,10.05933725,15.39703923
0,5,Adaptation,RH,37,47,0,-25,2,CCW,15.34980884,13.34288666,16.85560646
0,5,Adaptation,RH,38,48,0,-34,1,CCW,14.37862355,12.12994142,21.97734772
0,5,Adaptation,RH,39,49,0,-33,4,CCW,6.31749446,4.484058772,20.48092516
0,5,Adaptation,RH,40,50,0,-29,1,CCW,13.35805903,11.39965182,18.77055214
0,5,Adaptation,RH,41,51,0,-32,1,CCW,14.99621396,13.00463642,24.60924777
0,5,Adaptation,RH,42,52,0,-31,4,CCW,12.47767026,10.46874507,20.27864247
0,5,Adaptation,RH,43,53,0,-34,3,CCW,9.873269805,7.727655085,22.81485811
0,5,Adaptation,RH,44,54,0,-37,3,CCW,13.55031341,11.52836806,25.07740337
0,5,Adaptation,RH,45,55,0,-23,2,CCW,14.43093705,12.44242478,11.77784889
0,5,Adaptation,RH,46,56,0,-29,2,CCW,12.01943916,10.01257891,23.00210526
0,5,Adaptation,RH,47,57,0,-30,2,CCW,12.54071858,10.46556909,17.2946454
0,5,Adaptation,RH,48,58,0,-25,1,CCW,13.47477134,11.54371405,18.46844791
0,5,Adaptation,RH,49,59,0,-29,2,CCW,14.81191606,12.7668347,20.06152451
0,5,Adaptation,RH,50,60,0,-33,3,CCW,14.66520555,12.82170802,23.16374282
0,5,Adaptation,RH,51,61,0,-27,3,CCW,15.52663744,13.53451703,23.0231517
0,5,Adaptation,RH,52,62,0,-22,3,CCW,13.0447402,11.1389194,13.99268569
0,5,Adaptation,RH,53,63,0,-26,3,CCW,11.5599636,9.625249751,19.43615629
0,5,Adaptation,RH,54,64,0,-31,3,CCW,16.25065206,14.22239914,26.17956293
0,5,Adaptation,RH,55,65,0,-27,2,CCW,15.94160279,14.05411069,22.80838874
0,5,Adaptation,RH,56,66,0,-34,2,CCW,11.71145728,9.810354689,23.07238929
0,5,Adaptation,RH,57,67,0,-28,1,CCW,15.61521953,13.76680541,23.81560788
0,5,Adaptation,RH,58,68,0,-31,3,CCW,16.10656789,14.32941894,24.02163
0,5,Adaptation,RH,59,69,0,-28,4,CCW,12.63319803,10.6483502,21.48394041
0,5,Adaptation,RH,60,70,0,-33,4,CCW,18.33246751,16.21619307,28.59249264
0,5,Adaptation,RH,61,71,0,-23,3,CCW,15.00051466,13.01870829,14.87705436
0,5,Adaptation,RH,62,72,0,-37,1,CCW,10.81994494,8.843340294,20.71644585
0,5,Adaptation,RH,63,73,0,-29,4,CCW,15.58933716,13.69401057,20.12240593
0,5,Adaptation,RH,64,74,0,-29,1,CCW,17.95579413,15.79746224,23.17713937
0,5,Adaptation,RH,65,75,0,-24,2,CCW,12.87762592,10.90256726,19.50326761
0,5,Adaptation,RH,66,76,0,-30,3,CCW,14.25922512,12.12982322,21.93836109
0,5,Adaptation,RH,67,77,0,-30,3,CCW,18.7709954,16.73479739,24.51567293
0,5,Adaptation,RH,68,78,0,-25,1,CCW,17.24437196,15.27067721,18.24810507
0,5,Adaptation,RH,69,79,0,-32,3,CCW,14.4711156,12.36290115,25.12861741
0,5,Adaptation,RH,70,80,0,-38,2,CCW,14.07351726,11.97527385,29.78878541
0,5,Adaptation,RH,71,81,0,-35,1,CCW,16.48611981,14.49726421,29.97118209
0,5,Adaptation,RH,72,82,0,-30,3,CCW,16.67663238,14.5470373,22.10754418
0,5,Adaptation,RH,73,83,0,-32,4,CCW,16.27999753,14.10186803,25.03839198
0,5,Adaptation,RH,74,84,0,-31,1,CCW,13.52199973,11.52856122,24.39581125
0,5,Adaptation,RH,75,85,0,-32,4,CCW,15.76253442,13.78810251,24.47030922
0,5,Adaptation,RH,76,86,0,-22,1,CCW,17.00166739,14.96120357,16.90036185
0,5,Adaptation,RH,77,87,0,-26,2,CCW,19.69539213,17.66021645,21.66974218
0,5,Adaptation,RH,78,88,0,-29,2,CCW,19.45620464,17.37545353,22.51197356
0,5,Adaptation,RH,79,89,0,-33,1,CCW,15.39624125,13.4218003,24.5199132
0,5,Adaptation,RH,80,90,0,-31,4,CCW,15.09365848,13.02214715,22.91983783
0,5,Adaptation,RH,81,91,0,-30,2,CCW,15.03540372,12.93054399,21.11724267
0,5,Adaptation,RH,82,92,0,-21,4,CCW,21.25219686,19.234442,19.35927275
0,5,Adaptation,RH,83,93,0,-24,2,CCW,19.03365679,17.01832702,23.13123654
0,5,Adaptation,RH,84,94,0,-35,3,CCW,21.07571892,19.20115137,30.21027154
0,5,Adaptation,RH,85,95,0,-31,2,CCW,16.53326245,14.65054254,29.246182
0,5,Adaptation,RH,86,96,0,-30,1,CCW,18.2984628,16.44460698,25.21672575
0,5,Adaptation,RH,87,97,0,-29,2,CCW,11.61505847,9.739487269,24.8389173
0,5,Adaptation,RH,88,98,0,-42,3,CCW,12.78537732,10.80088726,31.45520998
0,5,Adaptation,RH,89,99,0,-27,4,CCW,16.74154064,14.90303202,19.24128781
0,5,Adaptation,RH,90,100,0,-29,1,CCW,13.86865666,11.64405015,25.56145795
0,5,Adaptation,RH,91,101,0,-32,3,CCW,12.15237871,10.0784506,20.08809228
0,5,Adaptation,RH,92,102,0,-35,1,CCW,15.93051275,14.13727729,29.16359168
0,5,Adaptation,RH,93,103,0,-29,3,CCW,19.4059019,17.52135696,29.98270857
0,5,Adaptation,RH,94,104,0,-34,3,CCW,15.13534639,13.14606558,27.42175554
0,5,Adaptation,RH,95,105,0,-34,1,CCW,15.98773456,14.15902247,30.47099741
