,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,GROUP,SUBJECT,PHASE,TRIAL,TARGET,ROT,DIR,HA_INIT,HA_MID,HA_END,SIG_MP,TRIAL_ABS
1651,1651,1651,1851,0,9,Adaptation,12,0,-31,CCW,6.342288246,4.217071661,15.45025275,1,22
1652,1652,1652,1852,0,9,Adaptation,13,0,-28,CCW,11.85259358,9.941855846,17.18702256,2,23
1653,1653,1653,1853,0,9,Adaptation,14,0,-23,CCW,9.96614537,8.055672793,10.43819802,2,24
1654,1654,1654,1854,0,9,Adaptation,15,0,-34,CCW,7.479832395,5.448499802,18.13720408,2,25
1655,1655,1655,1855,0,9,Adaptation,16,0,-27,CCW,5.462458781,3.395755465,10.09830117,2,26
1656,1656,1656,1856,0,9,Adaptation,17,0,-31,CCW,9.906434326,7.823622671,17.67626279,2,27
1657,1657,1657,1857,0,9,Adaptation,18,0,-34,CCW,8.035207733,6.034556805,22.41756777,4,28
1658,1658,1658,1858,0,9,Adaptation,19,0,-32,CCW,6.656416303,4.680005523,17.72984384,4,29
1659,1659,1659,1859,0,9,Adaptation,20,0,-27,CCW,9.595232587,7.529950478,16.15947819,2,30
1660,1660,1660,1860,0,9,Adaptation,21,0,-29,CCW,10.06568207,7.869228819,16.07423491,1,31
1661,1661,1661,1861,0,9,Adaptation,22,0,-29,CCW,10.5419768,8.453518383,15.74829274,3,32
1662,1662,1662,1862,0,9,Adaptation,23,0,-34,CCW,8.675619486,6.66716579,22.76886278,2,33
1663,1663,1663,1863,0,9,Adaptation,24,0,-35,CCW,10.88931743,8.946768836,25.09694424,4,34
1664,1664,1664,1864,0,9,Adaptation,25,0,-26,CCW,10.90212577,8.852150707,14.65082193,2,35
1665,1665,1665,1865,0,9,Adaptation,26,0,-26,CCW,10.67261417,8.721024618,18.10951662,2,36
1666,1666,1666,1866,0,9,Adaptation,27,0,-31,CCW,11.31477049,9.290925926,18.5575603,2,37
1667,1667,1667,1867,0,9,Adaptation,28,0,-30,CCW,10.2256534,8.147828581,18.74371831,3,38
1668,1668,1668,1868,0,9,Adaptation,29,0,-31,CCW,15.03894917,12.94652188,22.01831163,4,39
1669,1669,1669,1869,0,9,Adaptation,30,0,-26,CCW,13.00300796,10.94419417,15.35618704,1,40
1670,1670,1670,1870,0,9,Adaptation,31,0,-25,CCW,9.43395558,7.296162152,13.3588602,2,41
1671,1671,1671,1871,0,9,Adaptation,32,0,-30,CCW,15.98142397,13.79630348,19.63188768,3,42
1672,1672,1672,1872,0,9,Adaptation,33,0,-35,CCW,6.811876933,5.00164341,21.13341479,2,43
1673,1673,1673,1873,0,9,Adaptation,34,0,-33,CCW,10.71446647,8.892334888,17.8020475,4,44
1674,1674,1674,1874,0,9,Adaptation,35,0,-30,CCW,14.35693442,12.44919854,18.36500596,2,45
1675,1675,1675,1875,0,9,Adaptation,36,0,-28,CCW,17.08852333,15.28831604,18.66622627,3,46
1676,1676,1676,1876,0,9,Adaptation,37,0,-25,CCW,10.73311879,8.768828796,15.73335734,2,47
1677,1677,1677,1877,0,9,Adaptation,38,0,-34,CCW,18.22399388,16.25763396,21.80698699,1,48
1678,1678,1678,1878,0,9,Adaptation,39,0,-33,CCW,16.86656028,14.84151768,24.87071887,4,49
1679,1679,1679,1879,0,9,Adaptation,40,0,-29,CCW,15.29649801,13.26788182,20.4154936,1,50
1680,1680,1680,1880,0,9,Adaptation,41,0,-32,CCW,12.3226186,10.39123546,18.12312872,1,51
1681,1681,1681,1881,0,9,Adaptation,42,0,-31,CCW,13.06140393,11.14273538,23.00119842,4,52
1682,1682,1682,1882,0,9,Adaptation,43,0,-34,CCW,17.99670882,15.91736856,25.68474334,3,53
1683,1683,1683,1883,0,9,Adaptation,44,0,-37,CCW,16.94248565,14.98068018,26.35475558,3,54
1684,1684,1684,1884,0,9,Adaptation,45,0,-23,CCW,14.08927296,12.22639338,14.09325044,2,55
1685,1685,1685,1885,0,9,Adaptation,46,0,-29,CCW,13.83493873,11.83390798,21.20313403,2,56
1686,1686,1686,1886,0,9,Adaptation,47,0,-30,CCW,17.6985518,15.6781386,21.6715034,2,57
1687,1687,1687,1887,0,9,Adaptation,48,0,-25,CCW,15.31880027,13.35990282,20.59816135,1,58
1688,1688,1688,1888,0,9,Adaptation,49,0,-29,CCW,13.71906759,11.65271147,19.13929118,2,59
1689,1689,1689,1889,0,9,Adaptation,50,0,-33,CCW,14.19651287,12.17393466,23.12307161,3,60
1690,1690,1690,1890,0,9,Adaptation,51,0,-27,CCW,15.26607029,13.2873546,21.12290289,3,61
1691,1691,1691,1891,0,9,Adaptation,52,0,-22,CCW,12.24504957,10.24945303,13.78544211,3,62
1692,1692,1692,1892,0,9,Adaptation,53,0,-26,CCW,12.7855338,10.73971562,16.90683098,3,63
1693,1693,1693,1893,0,9,Adaptation,54,0,-31,CCW,11.89545921,9.939600948,22.60453279,3,64
1694,1694,1694,1894,0,9,Adaptation,55,0,-27,CCW,15.07607856,13.18157323,21.04263233,2,65
1695,1695,1695,1895,0,9,Adaptation,56,0,-34,CCW,13.69839124,11.71394967,25.93715735,2,66
1696,1696,1696,1896,0,9,Adaptation,57,0,-28,CCW,15.58194508,13.56903029,22.15069166,1,67
1697,1697,1697,1897,0,9,Adaptation,58,0,-31,CCW,11.01085053,8.959907697,23.85587792,3,68
1698,1698,1698,1898,0,9,Adaptation,59,0,-28,CCW,12.42189682,10.42490917,21.63296323,4,69
1699,1699,1699,1899,0,9,Adaptation,60,0,-33,CCW,17.17019284,15.21592933,26.40759859,4,70
1700,1700,1700,1900,0,9,Adaptation,61,0,-23,CCW,15.4165658,13.35693224,17.66180343,3,71
1701,1701,1701,1901,0,9,Adaptation,62,0,-37,CCW,18.68098642,16.69233926,28.93384415,1,72
1702,1702,1702,1902,0,9,Adaptation,63,0,-29,CCW,17.64405722,15.56335478,19.65051636,4,73
1703,1703,1703,1903,0,9,Adaptation,64,0,-29,CCW,14.7849694,12.79394967,21.80912413,1,74
1704,1704,1704,1904,0,9,Adaptation,65,0,-24,CCW,16.32461434,14.32524355,19.0878839,2,75
1705,1705,1705,1905,0,9,Adaptation,66,0,-30,CCW,14.74169422,12.75088029,23.5918784,3,76
1706,1706,1706,1906,0,9,Adaptation,67,0,-30,CCW,14.18082753,12.27295136,20.2508316,3,77
1707,1707,1707,1907,0,9,Adaptation,68,0,-25,CCW,12.4548146,10.54750975,15.96816078,1,78
1708,1708,1708,1908,0,9,Adaptation,69,0,-32,CCW,16.89706397,14.99318604,26.01840214,3,79
1709,1709,1709,1909,0,9,Adaptation,70,0,-38,CCW,17.18672679,15.00824381,29.19122855,2,80
1710,1710,1710,1910,0,9,Adaptation,71,0,-35,CCW,14.68859736,12.70861626,28.04001419,1,81
1711,1711,1711,1911,0,9,Adaptation,72,0,-30,CCW,14.9648341,12.87079293,22.26342923,3,82
1712,1712,1712,1912,0,9,Adaptation,73,0,-32,CCW,16.00180991,13.96689428,26.06399201,4,83
1713,1713,1713,1913,0,9,Adaptation,74,0,-31,CCW,17.75032059,15.56439256,28.55070707,1,84
1714,1714,1714,1914,0,9,Adaptation,75,0,-32,CCW,12.06230031,9.969593113,22.22859967,4,85
1715,1715,1715,1915,0,9,Adaptation,76,0,-22,CCW,15.29811096,13.42080734,13.13246261,1,86
1716,1716,1716,1916,0,9,Adaptation,77,0,-26,CCW,17.18337377,15.21609768,21.15530539,2,87
1717,1717,1717,1917,0,9,Adaptation,78,0,-29,CCW,17.28103785,15.19187321,23.79041902,2,88
1718,1718,1718,1918,0,9,Adaptation,79,0,-33,CCW,17.97009097,15.94127241,29.4896088,1,89
1719,1719,1719,1919,0,9,Adaptation,80,0,-31,CCW,16.68278373,14.45626419,27.01292754,4,90
1720,1720,1720,1920,0,9,Adaptation,81,0,-30,CCW,15.08314725,13.08793628,24.0778439,2,91
1721,1721,1721,1921,0,9,Adaptation,82,0,-21,CCW,14.39538907,12.55057548,14.22531225,4,92
1722,1722,1722,1922,0,9,Adaptation,83,0,-24,CCW,19.69483413,17.6504258,19.56023777,2,93
1723,1723,1723,1923,0,9,Adaptation,84,0,-35,CCW,17.89474102,15.98592291,30.11384186,3,94
1724,1724,1724,1924,0,9,Adaptation,85,0,-31,CCW,18.74050777,16.73556431,27.50188793,2,95
1725,1725,1725,1925,0,9,Adaptation,86,0,-30,CCW,20.03369675,17.92589216,26.41274155,1,96
1726,1726,1726,1926,0,9,Adaptation,87,0,-29,CCW,16.60382421,14.57300633,25.6491339,2,97
1727,1727,1727,1927,0,9,Adaptation,88,0,-42,CCW,15.45507069,13.42510684,35.13391334,3,98
1728,1728,1728,1928,0,9,Adaptation,89,0,-27,CCW,17.0259343,15.04565615,23.57477805,4,99
1729,1729,1729,1929,0,9,Adaptation,90,0,-29,CCW,18.14841596,16.1630582,27.526033,1,100
1730,1730,1730,1930,0,9,Adaptation,91,0,-32,CCW,11.61217947,9.622486557,23.92611672,3,101
1731,1731,1731,1931,0,9,Adaptation,92,0,-35,CCW,18.9091453,17.18904349,29.15940974,1,102
1732,1732,1732,1932,0,9,Adaptation,93,0,-29,CCW,11.93703602,9.897708502,21.50462876,3,103
1733,1733,1733,1933,0,9,Adaptation,94,0,-34,CCW,16.32537766,14.22635294,29.8575536,3,104
1734,1734,1734,1934,0,9,Adaptation,95,0,-34,CCW,16.05265599,14.18241928,27.63291334,1,105
1735,1735,1735,1935,0,9,Adaptation,96,0,-31,CCW,11.37559916,9.527795996,25.55637226,1,106
1736,1736,1736,1936,0,9,Adaptation,97,0,-25,CCW,15.53068728,13.46858615,24.8173499,2,107
1737,1737,1737,1937,0,9,Adaptation,98,0,-33,CCW,18.20455932,16.35531158,29.81236905,1,108
1738,1738,1738,1938,0,9,Adaptation,99,0,-30,CCW,19.17920037,17.34714058,25.43134896,4,109
1739,1739,1739,1939,0,9,Adaptation,100,0,-36,CCW,14.27764396,12.19874634,29.41482041,3,110
1740,1740,1740,1940,0,9,Adaptation,101,0,-27,CCW,13.38573748,11.45116572,22.53786796,3,111
1741,1741,1741,1941,0,9,Adaptation,102,0,-30,CCW,20.76651778,18.64202748,31.3232812,2,112
1742,1742,1742,1942,0,9,Adaptation,103,0,-28,CCW,17.3099158,15.43914224,26.33275965,3,113
1743,1743,1743,1943,0,9,Adaptation,104,0,-23,CCW,15.41120482,13.47264007,19.09457851,2,114
1744,1744,1744,1944,0,9,Adaptation,105,0,-26,CCW,16.30885211,14.28468259,20.82367162,1,115
1745,1745,1745,1945,0,9,Adaptation,106,0,-22,CCW,15.50841523,13.45348032,20.40247182,2,116
1746,1746,1746,1946,0,9,Adaptation,107,0,-37,CCW,18.04415529,15.99739186,28.14182586,3,117
1747,1747,1747,1947,0,9,Adaptation,108,0,-31,CCW,19.14860166,17.12945596,26.58333614,3,118
1748,1748,1748,1948,0,9,Adaptation,109,0,-32,CCW,12.81972523,10.84270573,23.50248035,1,119
1749,1749,1749,1949,0,9,Adaptation,110,0,-31,CCW,12.01056976,10.06849144,19.29561556,3,120
1750,1750,1750,1950,0,9,Adaptation,111,0,-34,CCW,17.32920687,15.28115875,30.44745872,1,121
1751,1751,1751,1951,0,9,Adaptation,112,0,-36,CCW,16.41809641,14.45677967,29.53173652,4,122
1752,1752,1752,1952,0,9,Adaptation,113,0,-28,CCW,21.40322172,19.36106017,26.67186679,3,123
1753,1753,1753,1953,0,9,Adaptation,114,0,-26,CCW,16.97507814,14.86630755,23.95130957,1,124
1754,1754,1754,1954,0,9,Adaptation,115,0,-34,CCW,16.84694935,15.07188254,27.16715574,2,125
1755,1755,1755,1955,0,9,Adaptation,116,0,-39,CCW,14.79690812,12.61646011,29.7104529,2,126
1756,1756,1756,1956,0,9,Adaptation,117,0,-29,CCW,21.74778499,19.81099103,26.94457546,3,127
1757,1757,1757,1957,0,9,Adaptation,118,0,-27,CCW,20.82093961,18.68929379,25.52802763,4,128
1758,1758,1758,1958,0,9,Adaptation,119,0,-31,CCW,16.88866501,14.7335058,25.81517209,4,129
1759,1759,1759,1959,0,9,Adaptation,120,0,-26,CCW,16.8295437,14.97643451,24.45726741,4,130
1760,1760,1760,1960,0,9,Adaptation,121,0,-27,CCW,19.90394821,17.88625437,24.72126468,3,131
1761,1761,1761,1961,0,9,Adaptation,122,0,-33,CCW,14.64483732,12.29821133,28.95604605,2,132
1762,1762,1762,1962,0,9,Adaptation,123,0,-29,CCW,16.73847588,14.75993855,26.33819248,4,133
1763,1763,1763,1963,0,9,Adaptation,124,0,-32,CCW,16.49510631,14.44647805,26.08905193,3,134
1764,1764,1764,1964,0,9,Adaptation,125,0,-28,CCW,17.72668059,15.69359208,21.08707485,4,135
1765,1765,1765,1965,0,9,Adaptation,126,0,-32,CCW,25.01155754,22.88476733,31.81859963,3,136
1766,1766,1766,1966,0,9,Adaptation,127,0,-31,CCW,14.64801543,12.53896401,27.50772693,1,137
1767,1767,1767,1967,0,9,Adaptation,128,0,-32,CCW,14.02732121,12.12196627,22.18905262,4,138
1768,1768,1768,1968,0,9,Adaptation,129,0,-35,CCW,22.71201551,20.75586542,34.0829438,1,139
1769,1769,1769,1969,0,9,Adaptation,130,0,-34,CCW,18.10402495,16.06970288,25.25346258,3,140
1770,1770,1770,1970,0,9,Adaptation,131,0,-24,CCW,20.01696535,18.02280569,23.54493202,3,141
1771,1771,1771,1971,0,9,Adaptation,132,0,-37,CCW,15.34668604,13.09318857,28.27622465,3,142
1772,1772,1772,1972,0,9,Adaptation,133,0,-25,CCW,16.33560045,14.29173591,19.66946893,3,143
1773,1773,1773,1973,0,9,Adaptation,134,0,-23,CCW,18.86382256,16.82007079,19.25868991,4,144
1774,1774,1774,1974,0,9,Adaptation,135,0,-34,CCW,17.21965833,15.30342593,30.93464806,4,145
1775,1775,1775,1975,0,9,Adaptation,136,0,-27,CCW,22.75052201,20.88127227,25.60132616,1,146
1776,1776,1776,1976,0,9,Adaptation,137,0,-22,CCW,20.02988044,17.95046617,19.95324885,1,147
1777,1777,1777,1977,0,9,Adaptation,138,0,-30,CCW,17.30637152,15.3260979,28.55728379,1,148
1778,1778,1778,1978,0,9,Adaptation,139,0,-37,CCW,16.74737585,14.68246057,31.89701626,4,149
1779,1779,1779,1979,0,9,Adaptation,140,0,-34,CCW,17.56663857,15.649786,27.68642376,1,150
1780,1780,1780,1980,0,9,Adaptation,141,0,-33,CCW,20.62353923,18.53394382,30.38626292,4,151
1781,1781,1781,1981,0,9,Adaptation,142,0,-26,CCW,20.36084981,18.54219845,26.73156817,2,152
1782,1782,1782,1982,0,9,Adaptation,143,0,-27,CCW,20.95652442,18.79985607,25.81863583,4,153
1783,1783,1783,1983,0,9,Adaptation,144,0,-34,CCW,15.64793061,13.56328054,28.68934271,3,154
1784,1784,1784,1984,0,9,Adaptation,145,0,-35,CCW,17.78710285,15.77608737,31.08473227,4,155
1785,1785,1785,1985,0,9,Adaptation,146,0,-34,CCW,21.97157084,20.08768099,30.46566734,1,156
1786,1786,1786,1986,0,9,Adaptation,147,0,-32,CCW,14.80536298,12.84511655,24.95629754,2,157
1787,1787,1787,1987,0,9,Adaptation,148,0,-26,CCW,20.18793907,18.16250964,25.53849835,4,158
1788,1788,1788,1988,0,9,Adaptation,149,0,-29,CCW,16.14269666,14.02191772,23.34664391,2,159
1789,1789,1789,1989,0,9,Adaptation,150,0,-35,CCW,21.31888613,19.42224029,32.76914104,3,160
1790,1790,1790,1990,0,9,Adaptation,151,0,-36,CCW,18.14381903,16.01430435,31.36350849,3,161
1791,1791,1791,1991,0,9,Adaptation,152,0,-32,CCW,23.93171636,21.65490406,32.75438812,4,162
1792,1792,1792,1992,0,9,Adaptation,153,0,-30,CCW,18.56238394,16.61191865,26.37903741,1,163
1793,1793,1793,1993,0,9,Adaptation,154,0,-31,CCW,20.97326632,18.92638977,27.37124635,1,164
1794,1794,1794,1994,0,9,Adaptation,155,0,-28,CCW,16.07492523,14.14065492,21.5201489,1,165
1795,1795,1795,1995,0,9,Adaptation,156,0,-33,CCW,18.10167688,16.2733726,25.23702686,3,166
1796,1796,1796,1996,0,9,Adaptation,157,0,-31,CCW,20.1987666,18.05171469,27.77905585,2,167
1797,1797,1797,1997,0,9,Adaptation,158,0,-32,CCW,12.23455477,10.16514104,23.63489783,2,168
1798,1798,1798,1998,0,9,Adaptation,159,0,-29,CCW,19.36116845,17.41223815,28.07903467,4,169
1799,1799,1799,1999,0,9,Adaptation,160,0,-31,CCW,17.33989787,15.32855913,27.62262012,1,170
1800,1800,1800,2000,0,9,Adaptation,161,0,-28,CCW,18.14137752,16.16435823,26.92892121,1,171
1801,1801,1801,2001,0,9,Adaptation,162,0,-36,CCW,19.95483561,18.10100889,35.08399362,4,172
1802,1802,1802,2002,0,9,Adaptation,163,0,-29,CCW,24.52901609,22.8172497,30.71358471,4,173
1803,1803,1803,2003,0,9,Adaptation,164,0,-33,CCW,16.16667059,14.17141735,25.92045307,3,174
1804,1804,1804,2004,0,9,Adaptation,165,0,-22,CCW,18.59776014,16.64400674,24.47399054,3,175
1805,1805,1805,2005,0,9,Adaptation,166,0,-34,CCW,17.97950173,16.03716632,31.34715358,4,176
1806,1806,1806,2006,0,9,Adaptation,167,0,-29,CCW,18.31776411,16.40236095,26.9348411,1,177
1807,1807,1807,2007,0,9,Adaptation,168,0,-33,CCW,20.50271807,18.68444162,33.11354371,2,178
1808,1808,1808,2008,0,9,Adaptation,169,0,-28,CCW,21.7438026,19.79597566,26.32646724,1,179
1809,1809,1809,2009,0,9,Adaptation,170,0,-33,CCW,19.88685168,17.87070809,26.92614023,4,180
1810,1810,1810,2010,0,9,Adaptation,171,0,-28,CCW,16.94002181,15.0462029,22.08397362,1,181
1811,1811,1811,2011,0,9,Adaptation,172,0,-28,CCW,17.69034619,15.64529682,20.78718603,4,182
1812,1812,1812,2012,0,9,Adaptation,173,0,-26,CCW,21.9534234,19.98070321,22.1478711,4,183
1813,1813,1813,2013,0,9,Adaptation,174,0,-24,CCW,19.47765278,17.48779822,18.47111149,3,184
1814,1814,1814,2014,0,9,Adaptation,175,0,-32,CCW,20.77353415,18.91644474,27.50234827,4,185
1815,1815,1815,2015,0,9,Adaptation,176,0,-34,CCW,22.49115922,20.56760016,34.64487404,3,186
1816,1816,1816,2016,0,9,Adaptation,177,0,-31,CCW,21.79740988,19.75639613,27.60377111,2,187
1817,1817,1817,2017,0,9,Adaptation,178,0,-27,CCW,15.71817533,13.7971686,23.32559712,4,188
1818,1818,1818,2018,0,9,Adaptation,179,0,-25,CCW,22.2718394,20.25567569,27.55204636,4,189
1819,1819,1819,2019,0,9,Adaptation,180,0,-26,CCW,18.53323491,16.33544451,24.0219097,1,190
1820,1820,1820,2020,0,10,Adaptation,1,0,-25,CCW,2.179925326,0.100398683,0.829745055,2,11
1821,1821,1821,2021,0,10,Adaptation,2,0,-34,CCW,0.65652332,-1.447213353,10.75812229,1,12
1822,1822,1822,2022,0,10,Adaptation,3,0,-38,CCW,4.393544876,2.15751188,18.68957763,2,13
1823,1823,1823,2023,0,10,Adaptation,4,0,-31,CCW,0.807520437,-1.310019073,10.57008284,4,14
1824,1824,1824,2024,0,10,Adaptation,5,0,-30,CCW,9.286677804,7.246903761,15.32266635,4,15
1825,1825,1825,2025,0,10,Adaptation,6,0,-34,CCW,1.581656332,-0.61346854,14.25386703,4,16
1826,1826,1826,2026,0,10,Adaptation,7,0,-23,CCW,2.073289445,0.163755081,3.357025895,1,17
1827,1827,1827,2027,0,10,Adaptation,8,0,-29,CCW,3.668103475,1.736318694,11.82193526,4,18
1828,1828,1828,2028,0,10,Adaptation,9,0,-22,CCW,6.836156748,4.63432759,8.371528587,1,19
1829,1829,1829,2029,0,10,Adaptation,10,0,-32,CCW,9.718280885,7.672846567,18.36432092,1,20
1830,1830,1830,2030,0,10,Adaptation,11,0,-30,CCW,7.66624631,5.670456728,14.4793493,2,21
1831,1831,1831,2031,0,10,Adaptation,12,0,-31,CCW,8.703994406,6.658177676,18.39047204,1,22
1832,1832,1832,2032,0,10,Adaptation,13,0,-28,CCW,5.568372658,3.594787072,15.93427919,2,23
1833,1833,1833,2033,0,10,Adaptation,14,0,-23,CCW,7.567998373,5.597196888,7.835823271,2,24
1834,1834,1834,2034,0,10,Adaptation,15,0,-34,CCW,10.17100717,8.209686984,19.46613788,2,25
1835,1835,1835,2035,0,10,Adaptation,16,0,-27,CCW,15.22847414,13.28387343,18.30320383,2,26
1836,1836,1836,2036,0,10,Adaptation,17,0,-31,CCW,7.672637439,5.767010232,16.91220534,2,27
1837,1837,1837,2037,0,10,Adaptation,18,0,-34,CCW,5.111182765,3.117167583,21.06795082,4,28
1838,1838,1838,2038,0,10,Adaptation,19,0,-32,CCW,6.543324789,4.600793266,15.30055653,4,29
1839,1839,1839,2039,0,10,Adaptation,20,0,-27,CCW,11.25082369,9.10663816,12.63464979,2,30
1840,1840,1840,2040,0,10,Adaptation,21,0,-29,CCW,12.96583971,10.94228704,16.72356557,1,31
1841,1841,1841,2041,0,10,Adaptation,22,0,-29,CCW,13.86692646,11.7647888,19.20524996,3,32
1842,1842,1842,2042,0,10,Adaptation,23,0,-34,CCW,13.48333012,11.49731317,23.1271464,2,33
1843,1843,1843,2043,0,10,Adaptation,24,0,-35,CCW,11.44122016,9.44937527,23.91096366,4,34
1844,1844,1844,2044,0,10,Adaptation,25,0,-26,CCW,14.1317293,12.00590462,19.23702521,2,35
1845,1845,1845,2045,0,10,Adaptation,26,0,-26,CCW,12.90323334,10.75637994,16.65619541,2,36
1846,1846,1846,2046,0,10,Adaptation,27,0,-31,CCW,12.16090316,10.15760907,20.39451212,2,37
1847,1847,1847,2047,0,10,Adaptation,28,0,-30,CCW,13.87960694,11.71035913,23.84543044,3,38
1848,1848,1848,2048,0,10,Adaptation,29,0,-31,CCW,8.75510362,6.707530764,20.38988576,4,39
1849,1849,1849,2049,0,10,Adaptation,30,0,-26,CCW,9.329320219,7.292467197,12.58319754,1,40
1850,1850,1850,2050,0,10,Adaptation,31,0,-25,CCW,11.70575531,9.486555238,18.06159492,2,41
1851,1851,1851,2051,0,10,Adaptation,32,0,-30,CCW,10.56695833,8.41338982,20.60699465,3,42
1852,1852,1852,2052,0,10,Adaptation,33,0,-35,CCW,9.935836551,7.845110529,22.28393296,2,43
1853,1853,1853,2053,0,10,Adaptation,34,0,-33,CCW,15.17099245,13.13076649,22.78125232,4,44
1854,1854,1854,2054,0,10,Adaptation,35,0,-30,CCW,11.02063865,9.07447685,19.3501106,2,45
1855,1855,1855,2055,0,10,Adaptation,36,0,-28,CCW,14.27255758,12.28407913,18.63510058,3,46
1856,1856,1856,2056,0,10,Adaptation,37,0,-25,CCW,7.565077318,5.382877312,12.70251601,2,47
1857,1857,1857,2057,0,10,Adaptation,38,0,-34,CCW,14.81551439,13.01766506,21.68191748,1,48
1858,1858,1858,2058,0,10,Adaptation,39,0,-33,CCW,11.03002218,9.093719926,20.29858373,4,49
1859,1859,1859,2059,0,10,Adaptation,40,0,-29,CCW,6.493066432,4.511946754,20.26391732,1,50
1860,1860,1860,2060,0,10,Adaptation,41,0,-32,CCW,11.11647263,9.101645126,21.36608837,1,51
1861,1861,1861,2061,0,10,Adaptation,42,0,-31,CCW,12.18685645,10.36524445,21.91746811,4,52
1862,1862,1862,2062,0,10,Adaptation,43,0,-34,CCW,15.86168634,13.80877959,27.83868569,3,53
1863,1863,1863,2063,0,10,Adaptation,44,0,-37,CCW,14.25543603,12.18246284,24.98154948,3,54
1864,1864,1864,2064,0,10,Adaptation,45,0,-23,CCW,11.76435823,9.858371722,11.77662768,2,55
1865,1865,1865,2065,0,10,Adaptation,46,0,-29,CCW,13.82955914,11.85548783,18.93608954,2,56
1866,1866,1866,2066,0,10,Adaptation,47,0,-30,CCW,12.71111392,10.8324684,18.56391181,2,57
1867,1867,1867,2067,0,10,Adaptation,48,0,-25,CCW,13.31334269,11.15088772,19.2525338,1,58
1868,1868,1868,2068,0,10,Adaptation,49,0,-29,CCW,15.881849,13.84449776,21.3770579,2,59
1869,1869,1869,2069,0,10,Adaptation,50,0,-33,CCW,15.58854557,13.61363475,25.7417212,3,60
1870,1870,1870,2070,0,10,Adaptation,51,0,-27,CCW,9.49432,7.58686559,17.84829966,3,61
1871,1871,1871,2071,0,10,Adaptation,52,0,-22,CCW,17.37408734,15.36422131,17.70202249,3,62
1872,1872,1872,2072,0,10,Adaptation,53,0,-26,CCW,16.69114098,14.522713,18.17736306,3,63
1873,1873,1873,2073,0,10,Adaptation,54,0,-31,CCW,13.73736709,11.70984115,23.07960462,3,64
1874,1874,1874,2074,0,10,Adaptation,55,0,-27,CCW,11.64744961,9.612120672,21.67524768,2,65
1875,1875,1875,2075,0,10,Adaptation,56,0,-34,CCW,13.61425909,11.73429665,25.61511603,2,66
1876,1876,1876,2076,0,10,Adaptation,57,0,-28,CCW,14.85057883,12.83396596,22.25364773,1,67
1877,1877,1877,2077,0,10,Adaptation,58,0,-31,CCW,10.26220771,8.184591534,19.46844799,3,68
1878,1878,1878,2078,0,10,Adaptation,59,0,-28,CCW,13.29939468,11.43753822,22.86871038,4,69
1879,1879,1879,2079,0,10,Adaptation,60,0,-33,CCW,14.52247249,12.40964459,23.97309873,4,70
1880,1880,1880,2080,0,10,Adaptation,61,0,-23,CCW,16.27436275,14.02781879,17.27401481,3,71
1881,1881,1881,2081,0,10,Adaptation,62,0,-37,CCW,17.30405085,15.45984257,27.65689961,1,72
1882,1882,1882,2082,0,10,Adaptation,63,0,-29,CCW,18.07705324,16.28371802,22.55814177,4,73
1883,1883,1883,2083,0,10,Adaptation,64,0,-29,CCW,19.60951671,17.61677658,24.20297942,1,74
1884,1884,1884,2084,0,10,Adaptation,65,0,-24,CCW,12.47499375,10.39908261,19.2077622,2,75
1885,1885,1885,2085,0,10,Adaptation,66,0,-30,CCW,12.06414507,10.07231148,21.62496806,3,76
1886,1886,1886,2086,0,10,Adaptation,67,0,-30,CCW,18.6943466,16.71019393,19.73677271,3,77
1887,1887,1887,2087,0,10,Adaptation,68,0,-25,CCW,11.0187466,9.018096796,11.98589186,1,78
1888,1888,1888,2088,0,10,Adaptation,69,0,-32,CCW,12.89534563,11.00180641,20.58246502,3,79
1889,1889,1889,2089,0,10,Adaptation,70,0,-38,CCW,18.15737224,16.32176375,29.90445591,2,80
1890,1890,1890,2090,0,10,Adaptation,71,0,-35,CCW,10.91802026,8.759865277,25.8230493,1,81
1891,1891,1891,2091,0,10,Adaptation,72,0,-30,CCW,17.41510073,15.38583932,24.97790045,3,82
1892,1892,1892,2092,0,10,Adaptation,73,0,-32,CCW,18.35827674,16.4770376,24.24077786,4,83
1893,1893,1893,2093,0,10,Adaptation,74,0,-31,CCW,12.43035046,10.32275679,20.75642877,1,84
1894,1894,1894,2094,0,10,Adaptation,75,0,-32,CCW,17.84758969,15.97732685,25.92185542,4,85
1895,1895,1895,2095,0,10,Adaptation,76,0,-22,CCW,10.74621059,8.758387613,10.7216488,1,86
1896,1896,1896,2096,0,10,Adaptation,77,0,-26,CCW,13.86002802,11.78595087,18.57149645,2,87
1897,1897,1897,2097,0,10,Adaptation,78,0,-29,CCW,15.65693824,13.74101,18.85053417,2,88
1898,1898,1898,2098,0,10,Adaptation,79,0,-33,CCW,14.96342157,12.99836865,26.55178133,1,89
1899,1899,1899,2099,0,10,Adaptation,80,0,-31,CCW,16.80760235,14.80463915,25.00603606,4,90
1900,1900,1900,2100,0,10,Adaptation,81,0,-30,CCW,16.34462966,14.14939231,23.09437692,2,91
1901,1901,1901,2101,0,10,Adaptation,82,0,-21,CCW,18.35245524,16.30655289,16.41986954,4,92
1902,1902,1902,2102,0,10,Adaptation,83,0,-24,CCW,12.78876724,10.82869843,20.70290952,2,93
