,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,SUBJECT,PHASE,TRIAL,TRIAL_ABS,DIRECTION,ROT,SIG_MP,HA_INIT,HA_MID,HA_END,GROUP
0,0,0,0,1,BASELINE,1,1,CCW,0,4,3.223354878,-0.338318177,-1.946038879,2
1,1,1,1,1,BASELINE,2,2,CCW,0,4,2.331359866,-1.097898893,-7.631523887,2
2,2,2,2,1,BASELINE,3,3,CCW,0,4,0.448694453,2.455792987,-3.382795005,2
3,3,3,3,1,BASELINE,4,4,CCW,0,4,2.451735923,1.117112431,-3.678809357,2
4,4,4,4,1,BASELINE,5,5,CCW,0,4,3.536056837,-0.44213304,-1.756372768,2
5,5,5,5,1,BASELINE,6,6,CCW,0,4,1.616806707,1.916396151,-0.994592243,2
6,6,6,6,1,BASELINE,7,7,CCW,0,4,0.022635832,0.670562007,-6.501965401,2
7,7,7,7,1,BASELINE,8,8,CCW,0,4,4.872041782,1.421979543,-3.771707396,2
8,8,8,8,1,BASELINE,9,9,CCW,0,4,3.790898001,2.153611042,-0.33906308,2
9,9,9,9,1,BASELINE,10,10,CCW,0,4,-0.542958955,0.909124035,-0.47282677,2
10,10,10,10,2,BASELINE,1,1,CCW,0,4,4.204994651,-3.168812901,-1.633818708,2
11,11,11,11,2,BASELINE,2,2,CCW,0,4,1.250357452,-0.692733064,-0.971682716,2
12,12,12,12,2,BASELINE,3,3,CCW,0,4,4.128185322,-0.925193895,-2.723718947,2
13,13,13,13,2,BASELINE,4,4,CCW,0,4,-0.827922144,-0.202729799,-1.974650518,2
14,14,14,14,2,BASELINE,5,5,CCW,0,4,0.638633399,0.667347206,-5.851607003,2
15,15,15,15,2,BASELINE,6,6,CCW,0,4,-2.920851909,1.55676903,-1.541790669,2
16,16,16,16,2,BASELINE,7,7,CCW,0,4,4.790139348,2.613411431,2.196226066,2
17,17,17,17,2,BASELINE,8,8,CCW,0,4,0.373827426,-1.367472143,-2.77389251,2
18,18,18,18,2,BASELINE,9,9,CCW,0,4,1.848198677,-4.925779336,-2.01272914,2
19,19,19,19,2,BASELINE,10,10,CCW,0,4,1.851113731,2.31231045,-1.246407521,2
20,20,20,20,3,BASELINE,1,1,CCW,0,4,6.465969474,1.126005509,0.166287863,2
21,21,21,21,3,BASELINE,2,2,CCW,0,4,4.124755005,0.578257441,-2.021563045,2
22,22,22,22,3,BASELINE,3,3,CCW,0,4,-0.387123116,-0.227398937,-4.270013857,2
23,23,23,23,3,BASELINE,4,4,CCW,0,4,4.988398298,-1.477668697,0.504923668,2
24,24,24,24,3,BASELINE,5,5,CCW,0,4,2.746870679,-3.700704493,-1.081438919,2
25,25,25,25,3,BASELINE,6,6,CCW,0,4,2.911080038,3.939589008,0.210106236,2
26,26,26,26,3,BASELINE,7,7,CCW,0,4,0.301246279,0.628361066,-4.43726066,2
27,27,27,27,3,BASELINE,8,8,CCW,0,4,0.640265717,2.880924358,-2.377583774,2
28,28,28,28,3,BASELINE,9,9,CCW,0,4,1.471160771,1.019481146,-4.735172554,2
29,29,29,29,3,BASELINE,10,10,CCW,0,4,1.946277832,0.142725425,-1.656337844,2
30,30,30,30,4,BASELINE,1,1,CCW,0,4,4.300504848,-0.361761846,-2.582302767,2
31,31,31,31,4,BASELINE,2,2,CCW,0,4,-0.065024803,2.934817143,-6.495115735,2
32,32,32,32,4,BASELINE,3,3,CCW,0,4,2.443830706,-1.204522504,-3.91908345,2
33,33,33,33,4,BASELINE,4,4,CCW,0,4,0.809961521,-3.126580115,-1.489166199,2
34,34,34,34,4,BASELINE,5,5,CCW,0,4,1.910988869,1.201800689,-0.166241679,2
35,35,35,35,4,BASELINE,6,6,CCW,0,4,3.144271313,-0.711839411,-5.1129962,2
36,36,36,36,4,BASELINE,7,7,CCW,0,4,0.226524715,-0.2557892,-0.170153939,2
37,37,37,37,4,BASELINE,8,8,CCW,0,4,4.018962752,-0.385016991,-3.730287758,2
38,38,38,38,4,BASELINE,9,9,CCW,0,4,3.481704135,0.933117239,-4.252252693,2
39,39,39,39,4,BASELINE,10,10,CCW,0,4,3.055074394,2.977397429,-3.115003757,2
40,40,40,40,5,BASELINE,1,1,CCW,0,4,1.899326944,-0.981243101,-0.871512675,2
41,41,41,41,5,BASELINE,2,2,CCW,0,4,2.688514441,2.954479674,-3.14275595,2
42,42,42,42,5,BASELINE,3,3,CCW,0,4,3.808598606,-2.884930507,-4.028815262,2
43,43,43,43,5,BASELINE,4,4,CCW,0,4,1.585490998,3.544380295,-1.537563023,2
44,44,44,44,5,BASELINE,5,5,CCW,0,4,3.592578669,0.479038535,1.061686681,2
45,45,45,45,5,BASELINE,6,6,CCW,0,4,4.925250876,0.60342994,-2.867562884,2
46,46,46,46,5,BASELINE,7,7,CCW,0,4,5.655763215,0.194669957,-1.27088769,2
47,47,47,47,5,BASELINE,8,8,CCW,0,4,3.397049666,2.788187273,-0.571777587,2
48,48,48,48,5,BASELINE,9,9,CCW,0,4,4.551625847,3.026526314,-0.046660596,2
49,49,49,49,5,BASELINE,10,10,CCW,0,4,4.280913915,-0.170421131,0.44423939,2
50,50,50,50,6,BASELINE,1,1,CCW,0,4,2.244005334,2.064008017,-1.77921457,2
51,51,51,51,6,BASELINE,2,2,CCW,0,4,0.680519912,5.086617798,-3.226047212,2
52,52,52,52,6,BASELINE,3,3,CCW,0,4,4.157822918,0.076145189,-3.192660759,2
53,53,53,53,6,BASELINE,4,4,CCW,0,4,-0.740198165,-1.674942552,-0.813604718,2
54,54,54,54,6,BASELINE,5,5,CCW,0,4,-0.529396503,2.382310319,-2.603611155,2
55,55,55,55,6,BASELINE,6,6,CCW,0,4,1.297870908,-0.475917966,1.181919268,2
56,56,56,56,6,BASELINE,7,7,CCW,0,4,3.208939313,1.379569836,-2.940161919,2
57,57,57,57,6,BASELINE,8,8,CCW,0,4,0.644503597,-0.428479784,3.398645475,2
58,58,58,58,6,BASELINE,9,9,CCW,0,4,0.232703188,-0.928708504,1.124561984,2
59,59,59,59,6,BASELINE,10,10,CCW,0,4,1.478175018,-0.629369206,-1.323721035,2
60,60,60,60,7,BASELINE,1,1,CCW,0,4,-0.380701603,1.300111151,-1.466430578,2
61,61,61,61,7,BASELINE,2,2,CCW,0,4,-1.610598664,-2.490605437,-2.213824119,2
62,62,62,62,7,BASELINE,3,3,CCW,0,4,2.794949202,0.502891921,-0.442168729,2
63,63,63,63,7,BASELINE,4,4,CCW,0,4,3.737442718,-0.218285934,-1.598027545,2
64,64,64,64,7,BASELINE,5,5,CCW,0,4,-2.364004319,1.230349272,0.969539566,2
