GROUP,SUBJECT,PHASE,HAND,TRIAL,TRIAL_ABS,ROT,SIG_MP,DIR,HA_INIT,HA_MID,HA_END
2,5,ADAPTATION,RH,142,152,-26,1,CCW,26.17157666,29.24326883,25.83748046
2,5,ADAPTATION,RH,143,153,-27,1,CCW,28.31498439,29.82498923,28.97598632
2,5,ADAPTATION,RH,144,154,-34,1,CCW,25.60893651,29.6411223,34.13819549
2,5,ADAPTATION,RH,145,155,-35,1,CCW,27.78666273,31.44546008,37.15686029
2,5,ADAPTATION,RH,146,156,-34,1,CCW,30.06163554,31.2125368,33.85023692
2,5,ADAPTATION,RH,147,157,-32,1,CCW,28.08585728,29.89491737,33.00048847
2,5,ADAPTATION,RH,148,158,-26,1,CCW,27.2851766,28.94462694,27.48380375
2,5,ADAPTATION,RH,149,159,-29,1,CCW,26.21526093,30.96928907,28.30489919
2,5,ADAPTATION,RH,150,160,-35,1,CCW,27.33778304,29.89567005,32.87724035
2,5,ADAPTATION,RH,151,161,-36,1,CCW,30.51233169,30.22217741,36.83996118
2,5,ADAPTATION,RH,152,162,-32,1,CCW,28.67035481,31.38869077,34.33678014
2,5,ADAPTATION,RH,153,163,-30,1,CCW,27.69531582,30.67911955,32.58918704
2,5,ADAPTATION,RH,154,164,-31,1,CCW,28.5865754,30.7588553,31.41155264
2,5,ADAPTATION,RH,155,165,-28,1,CCW,30.9779697,31.23993754,29.55881381
2,5,ADAPTATION,RH,156,166,-33,1,CCW,29.3894183,31.93203806,30.12518986
2,5,ADAPTATION,RH,157,167,-31,1,CCW,26.01149883,31.79296085,29.09486388
2,5,ADAPTATION,RH,158,168,-32,1,CCW,26.58955097,30.88431982,33.81538521
2,5,ADAPTATION,RH,159,169,-29,1,CCW,27.07302866,32.81784832,27.45573982
2,5,ADAPTATION,RH,160,170,-31,1,CCW,28.37053389,29.97266172,32.76680899
2,5,ADAPTATION,RH,161,171,-28,1,CCW,27.4275108,30.60493323,30.93853616
2,5,ADAPTATION,RH,162,172,-36,1,CCW,28.71088982,31.67069366,34.7733755
2,5,ADAPTATION,RH,163,173,-29,1,CCW,30.06179682,31.5389078,33.42711889
2,5,ADAPTATION,RH,164,174,-33,1,CCW,26.8741026,30.44125982,34.08841531
2,5,ADAPTATION,RH,165,175,-22,1,CCW,30.06716922,30.61775039,28.45126496
2,5,ADAPTATION,RH,166,176,-34,1,CCW,29.14867565,31.54043747,35.81326557
2,5,ADAPTATION,RH,167,177,-29,1,CCW,27.08339603,31.67660456,28.99703238
2,5,ADAPTATION,RH,168,178,-33,1,CCW,29.58846011,29.81274593,36.21556966
2,5,ADAPTATION,RH,169,179,-28,1,CCW,28.75439043,30.49894773,30.19440692
2,5,ADAPTATION,RH,170,180,-33,1,CCW,31.56736302,32.60573366,34.82804237
2,5,ADAPTATION,RH,171,181,-28,1,CCW,26.49332211,30.69947645,30.96190065
2,5,ADAPTATION,RH,172,182,-28,1,CCW,29.7718751,32.59073044,31.63225944
2,5,ADAPTATION,RH,173,183,-26,1,CCW,29.96691197,32.36497328,31.04646285
2,5,ADAPTATION,RH,174,184,-24,1,CCW,29.89020093,32.55895829,29.28434273
2,5,ADAPTATION,RH,175,185,-32,1,CCW,27.83507907,31.80353147,33.39743543
2,5,ADAPTATION,RH,176,186,-34,1,CCW,30.60942912,33.30655679,32.95917143
2,5,ADAPTATION,RH,177,187,-31,1,CCW,28.02099338,30.63659925,30.53646953
2,5,ADAPTATION,RH,178,188,-27,1,CCW,27.97156163,31.94319896,26.51745814
2,5,ADAPTATION,RH,179,189,-25,1,CCW,27.46456115,32.46589826,28.78673111
2,5,ADAPTATION,RH,180,190,-26,1,CCW,29.72101697,33.01723952,30.40038817
2,6,ADAPTATION,RH,1,11,-25,1,CCW,1.043501514,3.615639402,4.288058877
2,6,ADAPTATION,RH,2,12,-34,1,CCW,6.239108685,3.857685636,10.56271863
2,6,ADAPTATION,RH,3,13,-38,1,CCW,8.253975996,6.772066192,16.74113632
2,6,ADAPTATION,RH,4,14,-31,1,CCW,5.747698422,7.557169501,12.85897689
2,6,ADAPTATION,RH,5,15,-30,1,CCW,5.993341712,7.168714711,16.26647053
2,6,ADAPTATION,RH,6,16,-34,1,CCW,9.371621897,8.81547734,15.88922492
2,6,ADAPTATION,RH,7,17,-23,1,CCW,8.644695023,11.3416853,9.361220826
2,6,ADAPTATION,RH,8,18,-29,1,CCW,6.941184387,10.09709301,14.16863757
2,6,ADAPTATION,RH,9,19,-22,1,CCW,12.67546983,11.81555952,12.59053635
2,6,ADAPTATION,RH,10,20,-32,1,CCW,9.940628811,14.99220947,15.35970309
2,6,ADAPTATION,RH,11,21,-30,1,CCW,10.78690105,11.97997065,14.78168829
2,6,ADAPTATION,RH,12,22,-31,1,CCW,10.20021856,11.36375365,18.3061963
2,6,ADAPTATION,RH,13,23,-28,1,CCW,11.11901936,14.15059921,15.78174222
2,6,ADAPTATION,RH,14,24,-23,1,CCW,12.53832088,11.72736017,10.75096853
2,6,ADAPTATION,RH,15,25,-34,1,CCW,12.99122158,14.93769689,20.22768459
2,6,ADAPTATION,RH,16,26,-27,1,CCW,11.41483198,15.733323,13.23281395
2,6,ADAPTATION,RH,17,27,-31,1,CCW,14.06390832,13.78320319,16.79831177
2,6,ADAPTATION,RH,18,28,-34,1,CCW,10.46419376,14.07889687,19.27597152
2,6,ADAPTATION,RH,19,29,-32,1,CCW,12.21195048,16.23950867,18.29448417
2,6,ADAPTATION,RH,20,30,-27,1,CCW,13.61591226,15.80231651,16.79837348
2,6,ADAPTATION,RH,21,31,-29,1,CCW,14.97549277,17.13947848,17.02516378
2,6,ADAPTATION,RH,22,32,-29,1,CCW,15.78564306,16.39706086,17.57820324
2,6,ADAPTATION,RH,23,33,-34,1,CCW,14.50637177,14.92590934,23.28268104
2,6,ADAPTATION,RH,24,34,-35,1,CCW,15.00865491,15.53946686,22.71270725
2,6,ADAPTATION,RH,25,35,-26,1,CCW,15.12418158,17.07703474,18.54561985
2,6,ADAPTATION,RH,26,36,-26,1,CCW,14.62146704,17.34220444,19.77588899
2,6,ADAPTATION,RH,27,37,-31,1,CCW,16.8767498,16.97515988,21.04059459
2,6,ADAPTATION,RH,28,38,-30,1,CCW,16.14519101,19.16860927,16.85347247
2,6,ADAPTATION,RH,29,39,-31,1,CCW,17.24285694,19.83987859,23.60683975
2,6,ADAPTATION,RH,30,40,-26,1,CCW,15.39120794,18.07712083,17.6244062
2,6,ADAPTATION,RH,31,41,-25,1,CCW,16.18517753,17.38371602,15.79798535
2,6,ADAPTATION,RH,32,42,-30,1,CCW,17.39537489,17.72924006,20.01356406
2,6,ADAPTATION,RH,33,43,-35,1,CCW,18.38102622,18.9190786,25.58175994
2,6,ADAPTATION,RH,34,44,-33,1,CCW,17.1811953,20.77116599,23.8977406
2,6,ADAPTATION,RH,35,45,-30,1,CCW,15.4820966,19.92700687,17.65911266
2,6,ADAPTATION,RH,36,46,-28,1,CCW,18.37695321,20.78799384,21.87917195
2,6,ADAPTATION,RH,37,47,-25,1,CCW,17.89479848,18.33339997,19.27041433
2,6,ADAPTATION,RH,38,48,-34,1,CCW,17.5977656,20.0459371,22.61751344
2,6,ADAPTATION,RH,39,49,-33,1,CCW,15.43337657,20.00938499,23.04176892
2,6,ADAPTATION,RH,40,50,-29,1,CCW,18.62046368,21.15644945,21.97533981
2,6,ADAPTATION,RH,41,51,-32,1,CCW,19.63775186,21.21528083,25.42600137
2,6,ADAPTATION,RH,42,52,-31,1,CCW,19.70790861,21.82461373,22.3542714
2,6,ADAPTATION,RH,43,53,-34,1,CCW,19.35855543,20.19490905,23.0800861
2,6,ADAPTATION,RH,44,54,-37,1,CCW,18.87001145,22.86457911,26.41516449
2,6,ADAPTATION,RH,45,55,-23,1,CCW,17.85772929,21.3694692,17.05204088
2,6,ADAPTATION,RH,46,56,-29,1,CCW,21.20406743,21.04607922,24.13008466
2,6,ADAPTATION,RH,47,57,-30,1,CCW,17.94738845,22.98220493,23.04209263
2,6,ADAPTATION,RH,48,58,-25,1,CCW,18.24223926,20.7722587,18.68234341
2,6,ADAPTATION,RH,49,59,-29,1,CCW,21.39856554,22.99454825,23.46006974
2,6,ADAPTATION,RH,50,60,-33,1,CCW,19.78708847,20.8047862,26.66530623
2,6,ADAPTATION,RH,51,61,-27,1,CCW,19.41177762,22.68625022,22.68592664
2,6,ADAPTATION,RH,52,62,-22,1,CCW,19.44346827,22.37967358,19.02134421
2,6,ADAPTATION,RH,53,63,-26,1,CCW,19.49945279,21.31292278,21.55496071
2,6,ADAPTATION,RH,54,64,-31,1,CCW,19.45803032,20.53211117,23.38114859
2,6,ADAPTATION,RH,55,65,-27,1,CCW,21.08328314,22.84969881,23.51415145
2,6,ADAPTATION,RH,56,66,-34,1,CCW,19.17428009,24.29888627,25.4392212
2,6,ADAPTATION,RH,57,67,-28,1,CCW,21.73016231,23.53270874,26.26995159
2,6,ADAPTATION,RH,58,68,-31,1,CCW,19.15751321,23.91524736,25.7040859
2,6,ADAPTATION,RH,59,69,-28,1,CCW,21.43036532,23.70327459,24.08752697
2,6,ADAPTATION,RH,60,70,-33,1,CCW,22.37594399,23.69796742,28.53821273
2,6,ADAPTATION,RH,61,71,-23,1,CCW,20.8949754,23.4489694,23.0852431
2,6,ADAPTATION,RH,62,72,-37,1,CCW,21.86803082,22.04117347,27.26457803
2,6,ADAPTATION,RH,63,73,-29,1,CCW,19.57375502,23.52327616,24.30790013
2,6,ADAPTATION,RH,64,74,-29,1,CCW,20.27585477,21.00721291,25.33449542
2,6,ADAPTATION,RH,65,75,-24,1,CCW,21.83873577,23.70395096,20.98249964
2,6,ADAPTATION,RH,66,76,-30,1,CCW,21.69548528,24.19653955,25.77362269
2,6,ADAPTATION,RH,67,77,-30,1,CCW,22.27132613,26.08559783,26.52503716
2,6,ADAPTATION,RH,68,78,-25,1,CCW,20.83128054,22.3783095,23.39399617
2,6,ADAPTATION,RH,69,79,-32,1,CCW,19.00388066,24.50655958,26.19230727
2,6,ADAPTATION,RH,70,80,-38,1,CCW,22.1050743,22.94469677,30.92681909
2,6,ADAPTATION,RH,71,81,-35,1,CCW,20.03117739,23.00292068,30.1101251
2,6,ADAPTATION,RH,72,82,-30,1,CCW,22.4532683,25.84188707,27.95188379
2,6,ADAPTATION,RH,73,83,-32,1,CCW,20.66537864,25.23884541,26.61534224
2,6,ADAPTATION,RH,74,84,-31,1,CCW,23.47371774,25.13432244,27.83212854
2,6,ADAPTATION,RH,75,85,-32,1,CCW,22.24030772,23.9657476,26.32484646
2,6,ADAPTATION,RH,76,86,-22,1,CCW,21.03800169,24.85166748,18.43510803
2,6,ADAPTATION,RH,77,87,-26,1,CCW,21.52937636,24.70179444,23.82070075
2,6,ADAPTATION,RH,78,88,-29,1,CCW,26.16464424,26.2168073,28.32842029
2,6,ADAPTATION,RH,79,89,-33,1,CCW,23.63085389,25.77132401,29.19859239
2,6,ADAPTATION,RH,80,90,-31,1,CCW,23.01973793,24.84571078,27.39723984
2,6,ADAPTATION,RH,81,91,-30,1,CCW,21.71906178,25.6515464,27.23130551
2,6,ADAPTATION,RH,82,92,-21,1,CCW,25.45896012,24.96679822,26.36182904
2,6,ADAPTATION,RH,83,93,-24,1,CCW,23.60482581,25.83035806,22.60861467
2,6,ADAPTATION,RH,84,94,-35,1,CCW,24.40273439,24.78031873,29.37450317
2,6,ADAPTATION,RH,85,95,-31,1,CCW,21.95432244,26.35204828,28.42573004
2,6,ADAPTATION,RH,86,96,-30,1,CCW,22.27763372,25.23971017,26.39301869
2,6,ADAPTATION,RH,87,97,-29,1,CCW,23.60207817,26.31333187,24.21599448
2,6,ADAPTATION,RH,88,98,-42,1,CCW,25.96472525,25.76264327,32.79775782
2,6,ADAPTATION,RH,89,99,-27,1,CCW,23.95874319,24.54361259,26.70786311
2,6,ADAPTATION,RH,90,100,-29,1,CCW,24.80238339,25.64290045,27.74671727
2,6,ADAPTATION,RH,91,101,-32,1,CCW,21.87347208,28.96453823,25.05948328
2,6,ADAPTATION,RH,92,102,-35,1,CCW,23.41744127,25.65267899,29.14977652
2,6,ADAPTATION,RH,93,103,-29,1,CCW,26.71892007,27.27901498,26.83185239
2,6,ADAPTATION,RH,94,104,-34,1,CCW,25.08364493,25.04167358,31.39120682
2,6,ADAPTATION,RH,95,105,-34,1,CCW,24.73874292,25.96983057,29.23283084
2,6,ADAPTATION,RH,96,106,-31,1,CCW,24.50049675,26.24456195,26.80673375
2,6,ADAPTATION,RH,97,107,-25,1,CCW,23.67289863,24.91349318,24.64021725
2,6,ADAPTATION,RH,98,108,-33,1,CCW,26.92749543,26.01023966,32.37693393
2,6,ADAPTATION,RH,99,109,-30,1,CCW,24.10619925,26.94459609,28.67424375
2,6,ADAPTATION,RH,100,110,-36,1,CCW,22.51782761,25.75572822,29.2894973
2,6,ADAPTATION,RH,101,111,-27,1,CCW,24.50354642,27.94074895,26.42719685
2,6,ADAPTATION,RH,102,112,-30,1,CCW,25.63132946,27.0373559,28.85144199
2,6,ADAPTATION,RH,103,113,-28,1,CCW,23.2422027,27.58217096,25.30305984
2,6,ADAPTATION,RH,104,114,-23,1,CCW,27.0641429,26.77741562,26.23159753
2,6,ADAPTATION,RH,105,115,-26,1,CCW,23.72497763,29.22659711,26.85118918
2,6,ADAPTATION,RH,106,116,-22,1,CCW,24.79362494,28.80310885,23.38176746
2,6,ADAPTATION,RH,107,117,-37,1,CCW,23.1336054,26.57041818,32.23427902
2,6,ADAPTATION,RH,108,118,-31,1,CCW,26.6822582,26.60087063,29.5945641
2,6,ADAPTATION,RH,109,119,-32,1,CCW,25.52362989,26.39982523,29.5736169
2,6,ADAPTATION,RH,110,120,-31,1,CCW,25.09336548,29.30932446,29.07372686
2,6,ADAPTATION,RH,111,121,-34,1,CCW,24.73928696,28.13186026,33.61275533
2,6,ADAPTATION,RH,112,122,-36,1,CCW,25.4578118,27.26555373,33.54042487
2,6,ADAPTATION,RH,113,123,-28,1,CCW,25.43865806,27.63576409,26.57717685
2,6,ADAPTATION,RH,114,124,-26,1,CCW,26.35665477,28.57251113,26.10089127
2,6,ADAPTATION,RH,115,125,-34,1,CCW,24.70007598,28.31620696,28.8773722
2,6,ADAPTATION,RH,116,126,-39,1,CCW,27.64899425,26.74914686,35.90145772
2,6,ADAPTATION,RH,117,127,-29,1,CCW,25.97569682,28.05748177,29.87268384
2,6,ADAPTATION,RH,118,128,-27,1,CCW,25.80936594,29.09821695,27.93034785
2,6,ADAPTATION,RH,119,129,-31,1,CCW,28.1581346,29.06353974,33.28666076
2,6,ADAPTATION,RH,120,130,-26,1,CCW,24.86059572,27.55903512,29.74842284
2,6,ADAPTATION,RH,121,131,-27,1,CCW,27.49998332,27.42160004,29.90229162
2,6,ADAPTATION,RH,122,132,-33,1,CCW,26.54555034,27.8105611,32.11160781
2,6,ADAPTATION,RH,123,133,-29,1,CCW,24.86938794,28.55241778,30.24255513
2,6,ADAPTATION,RH,124,134,-32,1,CCW,26.84594543,28.63228537,32.10797998
2,6,ADAPTATION,RH,125,135,-28,1,CCW,29.17033034,28.53853605,34.68915824
2,6,ADAPTATION,RH,126,136,-32,1,CCW,26.71923567,28.28471211,26.92086871
2,6,ADAPTATION,RH,127,137,-31,1,CCW,26.65881548,26.1469738,29.04598348
2,6,ADAPTATION,RH,128,138,-32,1,CCW,24.32831022,28.16277112,30.131312
2,6,ADAPTATION,RH,129,139,-35,1,CCW,29.10490193,29.41624865,38.39424801
2,6,ADAPTATION,RH,130,140,-34,1,CCW,27.09765843,28.73640681,31.60607844
2,6,ADAPTATION,RH,131,141,-24,1,CCW,25.68192008,28.78260087,26.36123912
2,6,ADAPTATION,RH,132,142,-37,1,CCW,24.75943685,28.73593898,33.09955009
2,6,ADAPTATION,RH,133,143,-25,1,CCW,27.05400305,30.2889471,28.13247615
2,6,ADAPTATION,RH,134,144,-23,1,CCW,28.55403822,28.44361994,28.14574354
2,6,ADAPTATION,RH,135,145,-34,1,CCW,26.09863601,28.62273042,32.30284879
2,6,ADAPTATION,RH,136,146,-27,1,CCW,25.01413049,28.75900915,25.70336833
2,6,ADAPTATION,RH,137,147,-22,1,CCW,26.02563692,30.4653964,23.94197187
2,6,ADAPTATION,RH,138,148,-30,1,CCW,29.51842238,30.85714295,31.47526909
2,6,ADAPTATION,RH,139,149,-37,1,CCW,24.12458073,29.4266228,31.19480769
2,6,ADAPTATION,RH,140,150,-34,1,CCW,27.94996307,29.44208025,32.89164783
2,6,ADAPTATION,RH,141,151,-33,1,CCW,26.53532408,31.71765585,31.65976506
2,6,ADAPTATION,RH,142,152,-26,1,CCW,26.79168552,29.83239065,26.78107585
2,6,ADAPTATION,RH,143,153,-27,1,CCW,28.57511222,31.93471006,27.22826339
2,6,ADAPTATION,RH,144,154,-34,1,CCW,26.97568122,31.25963247,28.89529738
2,6,ADAPTATION,RH,145,155,-35,1,CCW,26.81048868,30.65986284,33.04118891
2,6,ADAPTATION,RH,146,156,-34,1,CCW,27.7551818,31.10424078,35.08135708
2,6,ADAPTATION,RH,147,157,-32,1,CCW,29.22835856,30.78806604,31.50206203
2,6,ADAPTATION,RH,148,158,-26,1,CCW,26.3612076,31.89217561,27.62121841
2,6,ADAPTATION,RH,149,159,-29,1,CCW,26.7943352,31.18459221,28.49961063
2,6,ADAPTATION,RH,150,160,-35,1,CCW,27.96725759,30.56883008,34.44741309
2,6,ADAPTATION,RH,151,161,-36,1,CCW,24.40475831,30.46370774,30.25558007
2,6,ADAPTATION,RH,152,162,-32,1,CCW,29.49431703,29.95156152,31.6750112
2,6,ADAPTATION,RH,153,163,-30,1,CCW,27.05147922,30.58331665,30.96744371
2,6,ADAPTATION,RH,154,164,-31,1,CCW,30.31031381,30.61773475,29.85434248
2,6,ADAPTATION,RH,155,165,-28,1,CCW,28.36881635,31.12285408,28.38343507
2,6,ADAPTATION,RH,156,166,-33,1,CCW,28.0800545,29.69982931,33.04104578
2,6,ADAPTATION,RH,157,167,-31,1,CCW,28.66111188,28.50992956,34.00456629
2,6,ADAPTATION,RH,158,168,-32,1,CCW,27.00294924,33.86200384,32.22747013
2,6,ADAPTATION,RH,159,169,-29,1,CCW,25.6400676,30.45651171,29.49326496
2,6,ADAPTATION,RH,160,170,-31,1,CCW,27.57384711,32.53186981,31.35955319
2,6,ADAPTATION,RH,161,171,-28,1,CCW,28.75182987,31.58639693,31.40875852
2,6,ADAPTATION,RH,162,172,-36,1,CCW,28.38173639,31.24928412,35.61970688
2,6,ADAPTATION,RH,163,173,-29,1,CCW,27.73263411,32.48653374,30.24104705
2,6,ADAPTATION,RH,164,174,-33,1,CCW,27.21263541,31.60931205,31.48085885
2,6,ADAPTATION,RH,165,175,-22,1,CCW,25.92680436,31.17789697,26.47419225
2,6,ADAPTATION,RH,166,176,-34,1,CCW,27.66528288,29.35652778,36.22860301
2,6,ADAPTATION,RH,167,177,-29,1,CCW,27.89125958,31.13389032,32.66139644
2,6,ADAPTATION,RH,168,178,-33,1,CCW,28.42916646,29.64754438,33.71625192
2,6,ADAPTATION,RH,169,179,-28,1,CCW,30.47806275,31.82028978,31.90913176
2,6,ADAPTATION,RH,170,180,-33,1,CCW,28.30287833,33.10131675,31.14000029
2,6,ADAPTATION,RH,171,181,-28,1,CCW,27.32282357,32.69888453,30.01684116
2,6,ADAPTATION,RH,172,182,-28,1,CCW,29.55706968,32.64835393,30.11750519
2,6,ADAPTATION,RH,173,183,-26,1,CCW,30.00507815,31.07572812,30.90005358
2,6,ADAPTATION,RH,174,184,-24,1,CCW,28.89690746,31.51076531,29.84840825
2,6,ADAPTATION,RH,175,185,-32,1,CCW,27.36844604,30.49110138,32.65364471
2,6,ADAPTATION,RH,176,186,-34,1,CCW,30.65696663,31.61471198,32.96051803
2,6,ADAPTATION,RH,177,187,-31,1,CCW,28.80194391,32.50573077,32.3558188
2,6,ADAPTATION,RH,178,188,-27,1,CCW,28.38741009,29.74709487,30.3652776
2,6,ADAPTATION,RH,179,189,-25,1,CCW,27.59531814,30.78202352,28.13258626
2,6,ADAPTATION,RH,180,190,-26,1,CCW,26.98270419,31.20959859,29.78688608
2,7,ADAPTATION,RH,1,11,-25,1,CCW,1.077925802,1.619243996,4.935270658
2,7,ADAPTATION,RH,2,12,-34,1,CCW,5.573193327,6.139486964,13.92589995
2,7,ADAPTATION,RH,3,13,-38,1,CCW,4.665662756,7.367224132,13.52831967
2,7,ADAPTATION,RH,4,14,-31,1,CCW,11.37889745,6.365200743,14.82013198
2,7,ADAPTATION,RH,5,15,-30,1,CCW,10.20736829,10.76228748,15.24969913
2,7,ADAPTATION,RH,6,16,-34,1,CCW,10.41508496,7.39836733,16.08663539
2,7,ADAPTATION,RH,7,17,-23,1,CCW,8.87044034,7.967243716,9.753524696
2,7,ADAPTATION,RH,8,18,-29,1,CCW,8.877175907,10.81118036,15.3091938
2,7,ADAPTATION,RH,9,19,-22,1,CCW,7.716788819,11.93240252,9.964923618
2,7,ADAPTATION,RH,10,20,-32,1,CCW,12.78262362,11.89597015,19.45069736
2,7,ADAPTATION,RH,11,21,-30,1,CCW,10.30352994,12.40804008,14.82323402
2,7,ADAPTATION,RH,12,22,-31,1,CCW,14.77509374,13.39637919,18.83202344
2,7,ADAPTATION,RH,13,23,-28,1,CCW,11.53822914,12.98759022,17.81689099
2,7,ADAPTATION,RH,14,24,-23,1,CCW,11.16067679,14.57632935,10.6691338
2,7,ADAPTATION,RH,15,25,-34,1,CCW,14.61619277,15.57602125,19.82426443
2,7,ADAPTATION,RH,16,26,-27,1,CCW,14.42368385,15.97354838,16.68204773
2,7,ADAPTATION,RH,17,27,-31,1,CCW,14.64626125,16.93725455,19.27191707
2,7,ADAPTATION,RH,18,28,-34,1,CCW,13.95307201,14.5025632,22.15067569
2,7,ADAPTATION,RH,19,29,-32,1,CCW,13.68169292,16.51893608,19.69451389
2,7,ADAPTATION,RH,20,30,-27,1,CCW,11.85157679,17.27715109,18.06820903
2,7,ADAPTATION,RH,21,31,-29,1,CCW,14.88360201,16.38430076,16.9604975
2,7,ADAPTATION,RH,22,32,-29,1,CCW,13.05250601,16.45046191,17.55067352
2,7,ADAPTATION,RH,23,33,-34,1,CCW,16.61062721,17.88658267,23.01964512
2,7,ADAPTATION,RH,24,34,-35,1,CCW,15.47336967,16.16489025,25.47086728
2,7,ADAPTATION,RH,25,35,-26,1,CCW,16.54723382,18.26687744,18.48184414
2,7,ADAPTATION,RH,26,36,-26,1,CCW,16.27526088,21.05343838,17.94960314
2,7,ADAPTATION,RH,27,37,-31,1,CCW,16.17114081,16.20130109,19.21582965
2,7,ADAPTATION,RH,28,38,-30,1,CCW,16.29409931,18.85605338,21.53869139
2,7,ADAPTATION,RH,29,39,-31,1,CCW,15.67515152,17.47766931,20.5868537
2,7,ADAPTATION,RH,30,40,-26,1,CCW,16.12299855,18.3171755,19.54274913
2,7,ADAPTATION,RH,31,41,-25,1,CCW,13.82069089,20.98682072,15.19348175
2,7,ADAPTATION,RH,32,42,-30,1,CCW,18.08550824,16.91248342,21.39104924
2,7,ADAPTATION,RH,33,43,-35,1,CCW,18.05463074,19.71961138,25.43531823
2,7,ADAPTATION,RH,34,44,-33,1,CCW,17.16970181,20.48284894,24.80384905
2,7,ADAPTATION,RH,35,45,-30,1,CCW,17.9278635,17.42378738,20.72415384
2,7,ADAPTATION,RH,36,46,-28,1,CCW,17.79180617,19.53218129,20.68482218
2,7,ADAPTATION,RH,37,47,-25,1,CCW,18.57478406,18.84302338,22.28728346
2,7,ADAPTATION,RH,38,48,-34,1,CCW,21.59694801,20.62409674,29.00519468
2,7,ADAPTATION,RH,39,49,-33,1,CCW,18.62908014,21.18198007,25.89728086
2,7,ADAPTATION,RH,40,50,-29,1,CCW,18.77058902,21.03145077,22.51492063
2,7,ADAPTATION,RH,41,51,-32,1,CCW,18.51045891,19.67202693,25.09948936
2,7,ADAPTATION,RH,42,52,-31,1,CCW,21.73597811,18.99245662,26.11769314
2,7,ADAPTATION,RH,43,53,-34,1,CCW,19.73869776,20.05271629,26.51166412
2,7,ADAPTATION,RH,44,54,-37,1,CCW,20.17465229,21.9800137,26.99386224
2,7,ADAPTATION,RH,45,55,-23,1,CCW,16.84383797,21.64556971,19.48903841
2,7,ADAPTATION,RH,46,56,-29,1,CCW,18.72772194,22.81398066,22.10076193
2,7,ADAPTATION,RH,47,57,-30,1,CCW,22.55749848,21.15555329,23.87503019
2,7,ADAPTATION,RH,48,58,-25,1,CCW,18.6318212,20.68159631,22.12192514
2,7,ADAPTATION,RH,49,59,-29,1,CCW,18.55601544,21.04258489,22.42860899
2,7,ADAPTATION,RH,50,60,-33,1,CCW,20.56354967,20.88972862,25.42379779
2,7,ADAPTATION,RH,51,61,-27,1,CCW,21.33123099,21.97999202,21.01035616
2,7,ADAPTATION,RH,52,62,-22,1,CCW,20.36734356,22.10098424,17.75457253
2,7,ADAPTATION,RH,53,63,-26,1,CCW,19.87519697,22.91356713,20.85479847
2,7,ADAPTATION,RH,54,64,-31,1,CCW,19.18893858,21.81754875,27.06585127
2,7,ADAPTATION,RH,55,65,-27,1,CCW,22.71909627,23.18176802,26.40529087
2,7,ADAPTATION,RH,56,66,-34,1,CCW,17.10322245,22.71964187,24.45817692
2,7,ADAPTATION,RH,57,67,-28,1,CCW,18.64062164,22.66477804,22.36544875
2,7,ADAPTATION,RH,58,68,-31,1,CCW,23.54584964,22.03911913,25.36650787
2,7,ADAPTATION,RH,59,69,-28,1,CCW,22.27707969,23.6049365,23.86460496
2,7,ADAPTATION,RH,60,70,-33,1,CCW,20.22720432,25.26703138,24.99718826
2,7,ADAPTATION,RH,61,71,-23,1,CCW,22.29766505,22.65140941,19.25365531
2,7,ADAPTATION,RH,62,72,-37,1,CCW,23.54957118,23.36564634,32.63535188
2,7,ADAPTATION,RH,63,73,-29,1,CCW,19.72317483,22.76113915,24.86234959
2,7,ADAPTATION,RH,64,74,-29,1,CCW,19.76610746,23.36556373,22.70717909
2,7,ADAPTATION,RH,65,75,-24,1,CCW,21.73051116,23.49971226,18.79509699
2,7,ADAPTATION,RH,66,76,-30,1,CCW,22.87634657,23.00529476,24.35712971
2,7,ADAPTATION,RH,67,77,-30,1,CCW,21.58741958,23.00166531,23.72775584
2,7,ADAPTATION,RH,68,78,-25,1,CCW,21.79664196,24.91195699,23.12567247
2,7,ADAPTATION,RH,69,79,-32,1,CCW,22.8279009,24.57994141,28.55751824
2,7,ADAPTATION,RH,70,80,-38,1,CCW,20.5045634,25.95654279,31.71163179
2,7,ADAPTATION,RH,71,81,-35,1,CCW,21.36359409,23.86320121,29.25484525
2,7,ADAPTATION,RH,72,82,-30,1,CCW,19.94741673,24.32104976,24.86907254
2,7,ADAPTATION,RH,73,83,-32,1,CCW,19.91719904,26.68137223,23.99265145
2,7,ADAPTATION,RH,74,84,-31,1,CCW,22.34201147,24.03823597,27.4809357
2,7,ADAPTATION,RH,75,85,-32,1,CCW,21.23627832,24.58990521,23.41772841
2,7,ADAPTATION,RH,76,86,-22,1,CCW,21.23515719,24.63678809,18.61021836
2,7,ADAPTATION,RH,77,87,-26,1,CCW,19.49570064,27.08449221,21.32569139
2,7,ADAPTATION,RH,78,88,-29,1,CCW,21.10138451,25.80897329,24.41662383
2,7,ADAPTATION,RH,79,89,-33,1,CCW,20.95676721,26.10925984,26.50658
2,7,ADAPTATION,RH,80,90,-31,1,CCW,22.931652,25.40577313,28.33042213
2,7,ADAPTATION,RH,81,91,-30,1,CCW,24.22000767,26.19087176,27.70291722
2,7,ADAPTATION,RH,82,92,-21,1,CCW,22.5277583,24.3909997,21.03271124
2,7,ADAPTATION,RH,83,93,-24,1,CCW,24.72642975,26.65436559,23.17553097
