GROUP,SUBJECT,PHASE,TRIAL,TARGET,ROT,DIR,HA_INITIAL,HA_END,CA_END
0,15,Adaptation,170,0,-33,CCW,19.86480064,27.57535339,-5.424646614
0,15,Adaptation,171,0,-28,CCW,20.40090555,17.31215239,-10.68784761
0,15,Adaptation,172,0,-28,CCW,18.91374605,19.19601139,-8.803988605
0,15,Adaptation,173,0,-26,CCW,20.55235732,21.5122419,-4.487758101
0,15,Adaptation,174,0,-24,CCW,27.18492376,13.82368124,-10.17631876
0,15,Adaptation,175,0,-32,CCW,23.13182244,21.00615542,-10.99384458
0,15,Adaptation,176,0,-34,CCW,22.01154278,23.91511985,-10.08488015
0,15,Adaptation,177,0,-31,CCW,17.30820249,24.14341171,-6.856588291
0,15,Adaptation,178,0,-27,CCW,21.79213167,17.47232212,-9.527677883
0,15,Adaptation,179,0,-25,CCW,23.04392454,16.71775083,-8.282249173
0,15,Adaptation,180,0,-26,CCW,13.72483564,19.31353832,-6.68646168
0,16,Adaptation,1,0,-25,CCW,1.298488946,1.929736751,-23.07026325
0,16,Adaptation,2,0,-34,CCW,9.599813172,17.24812752,-16.75187248
0,16,Adaptation,3,0,-38,CCW,0.828237185,23.27719777,-14.72280223
0,16,Adaptation,4,0,-31,CCW,1.337070363,18.45357678,-12.54642322
0,16,Adaptation,5,0,-30,CCW,8.744793331,11.1091871,-18.8908129
0,16,Adaptation,6,0,-34,CCW,1.394189993,24.87606767,-9.123932334
0,16,Adaptation,7,0,-23,CCW,4.854001958,4.919944293,-18.08005571
0,16,Adaptation,8,0,-29,CCW,7.559921208,14.40214231,-14.59785769
0,16,Adaptation,9,0,-22,CCW,6.02929295,6.164000923,-15.83599908
0,16,Adaptation,10,0,-32,CCW,7.04781861,20.40087284,-11.59912716
0,16,Adaptation,11,0,-30,CCW,7.940850919,13.81747088,-16.18252912
0,16,Adaptation,12,0,-31,CCW,6.580909148,18.87527811,-12.12472189
0,16,Adaptation,13,0,-28,CCW,8.222127307,15.51471254,-12.48528746
0,16,Adaptation,14,0,-23,CCW,5.485531051,4.030823239,-18.96917676
0,16,Adaptation,15,0,-34,CCW,3.117870118,21.50056388,-12.49943612
0,16,Adaptation,16,0,-27,CCW,12.01982833,12.55572834,-14.44427166
0,16,Adaptation,17,0,-31,CCW,3.885271875,19.13628243,-11.86371757
0,16,Adaptation,18,0,-34,CCW,8.022757792,20.17739234,-13.82260766
0,16,Adaptation,19,0,-32,CCW,14.1384671,19.86811114,-12.13188886
0,16,Adaptation,20,0,-27,CCW,3.668350142,14.81029433,-12.18970567
0,16,Adaptation,21,0,-29,CCW,10.4567865,18.90495917,-10.09504083
0,16,Adaptation,22,0,-29,CCW,12.98891801,16.3289282,-12.6710718
0,16,Adaptation,23,0,-34,CCW,15.35641672,28.30445779,-5.695542208
0,16,Adaptation,24,0,-35,CCW,10.38640468,24.11328123,-10.88671877
0,16,Adaptation,25,0,-26,CCW,10.09650691,11.49897455,-14.50102545
0,16,Adaptation,26,0,-26,CCW,5.317019936,19.0429228,-6.957077199
0,16,Adaptation,27,0,-31,CCW,11.80390384,16.81952,-14.18048
0,16,Adaptation,28,0,-30,CCW,9.028969661,19.48608207,-10.51391793
0,16,Adaptation,29,0,-31,CCW,9.2592909,18.00504812,-12.99495188
0,16,Adaptation,30,0,-26,CCW,12.39349146,10.01087989,-15.98912011
0,16,Adaptation,31,0,-25,CCW,11.19827191,10.18770433,-14.81229567
0,16,Adaptation,32,0,-30,CCW,10.08695939,19.38991822,-10.61008178
0,16,Adaptation,33,0,-35,CCW,8.526045199,23.41138702,-11.58861298
0,16,Adaptation,34,0,-33,CCW,12.30054907,26.11967712,-6.880322881
0,16,Adaptation,35,0,-30,CCW,9.73569197,14.56140351,-15.43859649
0,16,Adaptation,36,0,-28,CCW,10.10739344,19.54416268,-8.455837318
0,16,Adaptation,37,0,-25,CCW,13.44170437,11.76123332,-13.23876668
0,16,Adaptation,38,0,-34,CCW,16.02477754,15.84389186,-18.15610814
0,16,Adaptation,39,0,-33,CCW,11.59440612,21.37552112,-11.62447888
0,16,Adaptation,40,0,-29,CCW,13.15121765,22.8498022,-6.150197803
0,16,Adaptation,41,0,-32,CCW,11.50076183,18.75831423,-13.24168577
0,16,Adaptation,42,0,-31,CCW,12.95417835,25.71545031,-5.284549688
0,16,Adaptation,43,0,-34,CCW,10.28870522,23.35120087,-10.64879913
0,16,Adaptation,44,0,-37,CCW,10.65117956,24.54333733,-12.45666267
0,16,Adaptation,45,0,-23,CCW,12.14883126,7.944552412,-15.05544759
0,16,Adaptation,46,0,-29,CCW,17.16628854,20.70560635,-8.294393652
0,16,Adaptation,47,0,-30,CCW,11.29157124,15.51303378,-14.48696622
0,16,Adaptation,48,0,-25,CCW,12.21347912,17.44184202,-7.55815798
0,16,Adaptation,49,0,-29,CCW,17.47160827,16.89540929,-12.10459071
0,16,Adaptation,50,0,-33,CCW,10.86174917,21.10653899,-11.89346101
0,16,Adaptation,51,0,-27,CCW,15.38872403,20.04781221,-6.952187793
0,16,Adaptation,52,0,-22,CCW,11.60222045,9.977036566,-12.02296343
0,16,Adaptation,53,0,-26,CCW,13.78191087,14.87564443,-11.12435557
0,16,Adaptation,54,0,-31,CCW,14.62882933,19.54318354,-11.45681646
0,16,Adaptation,55,0,-27,CCW,15.89925947,18.98095256,-8.019047437
0,16,Adaptation,56,0,-34,CCW,13.69406965,27.48266472,-6.517335277
0,16,Adaptation,57,0,-28,CCW,12.43722492,19.18593206,-8.814067942
0,16,Adaptation,58,0,-31,CCW,13.74777071,21.96332187,-9.036678133
0,16,Adaptation,59,0,-28,CCW,17.67205931,19.2629398,-8.737060196
0,16,Adaptation,60,0,-33,CCW,19.76830143,26.35796849,-6.642031507
0,16,Adaptation,61,0,-23,CCW,15.477598,17.19781555,-5.802184449
0,16,Adaptation,62,0,-37,CCW,17.73622364,29.90049853,-7.099501473
0,16,Adaptation,63,0,-29,CCW,12.44932635,17.75494164,-11.24505836
0,16,Adaptation,64,0,-29,CCW,15.59269474,23.11912473,-5.88087527
0,16,Adaptation,65,0,-24,CCW,18.03232437,16.84611193,-7.153888068
0,16,Adaptation,66,0,-30,CCW,15.18230247,23.03209604,-6.967903965
0,16,Adaptation,67,0,-30,CCW,13.96018779,17.38744839,-12.61255161
0,16,Adaptation,68,0,-25,CCW,11.7161297,14.31542281,-10.68457719
0,16,Adaptation,69,0,-32,CCW,19.96031675,27.71007509,-4.289924914
0,16,Adaptation,70,0,-38,CCW,15.8021299,31.37288082,-6.627119184
0,16,Adaptation,71,0,-35,CCW,17.43436935,31.00545567,-3.994544327
0,16,Adaptation,72,0,-30,CCW,19.94760885,23.48159239,-6.518407608
0,16,Adaptation,73,0,-32,CCW,14.96641612,26.84883074,-5.151169261
0,16,Adaptation,74,0,-31,CCW,13.22990713,24.89687068,-6.103129316
0,16,Adaptation,75,0,-32,CCW,15.33423101,26.15330897,-5.846691029
0,16,Adaptation,76,0,-22,CCW,11.01363638,12.24641151,-9.753588489
0,16,Adaptation,77,0,-26,CCW,12.99353914,15.82025102,-10.17974898
0,16,Adaptation,78,0,-29,CCW,16.1539982,17.78681815,-11.21318185
0,16,Adaptation,79,0,-33,CCW,15.29768251,27.18873917,-5.811260826
0,16,Adaptation,80,0,-31,CCW,20.51539286,22.76298487,-8.237015126
0,16,Adaptation,81,0,-30,CCW,18.03073131,24.65609147,-5.343908526
0,16,Adaptation,82,0,-21,CCW,16.42841327,16.60181547,-4.398184526
0,16,Adaptation,83,0,-24,CCW,17.22624144,14.13383968,-9.866160324
0,16,Adaptation,84,0,-35,CCW,16.95630838,27.3023074,-7.697692597
0,16,Adaptation,85,0,-31,CCW,16.8592588,26.48299371,-4.517006294
0,16,Adaptation,86,0,-30,CCW,16.09518805,26.33914629,-3.660853711
0,16,Adaptation,87,0,-29,CCW,13.78167364,25.84829742,-3.151702576
0,16,Adaptation,88,0,-42,CCW,18.44420532,35.05496385,-6.945036146
0,16,Adaptation,89,0,-27,CCW,17.03269089,24.11562736,-2.884372638
0,16,Adaptation,90,0,-29,CCW,13.31597437,22.68101676,-6.318983242
0,16,Adaptation,91,0,-32,CCW,14.48829879,25.82280751,-6.17719249
0,16,Adaptation,92,0,-35,CCW,15.72209475,29.50033337,-5.49966663
0,16,Adaptation,93,0,-29,CCW,14.06041609,19.76880208,-9.231197922
0,16,Adaptation,94,0,-34,CCW,17.20771455,28.46919336,-5.530806639
0,16,Adaptation,95,0,-34,CCW,16.92615292,29.513198,-4.486801999
0,16,Adaptation,96,0,-31,CCW,13.88126875,28.10240179,-2.897598205
0,16,Adaptation,97,0,-25,CCW,21.85275812,22.13273897,-2.867261028
0,16,Adaptation,98,0,-33,CCW,11.32850405,33.42038177,0.420381766
0,16,Adaptation,99,0,-30,CCW,15.60183703,24.23901311,-5.760986888
0,16,Adaptation,100,0,-36,CCW,19.22755641,28.39511693,-7.604883071
0,16,Adaptation,101,0,-27,CCW,21.58873965,16.4010754,-10.5989246
0,16,Adaptation,102,0,-30,CCW,14.14274838,27.32965934,-2.670340657
0,16,Adaptation,103,0,-28,CCW,15.40263584,22.83747868,-5.162521316
0,16,Adaptation,104,0,-23,CCW,22.04290954,23.74526343,0.74526343
0,16,Adaptation,105,0,-26,CCW,18.13644514,18.82552902,-7.174470981
0,16,Adaptation,106,0,-22,CCW,14.60511145,17.50980319,-4.490196805
0,16,Adaptation,107,0,-37,CCW,18.05440076,29.77355939,-7.226440607
0,16,Adaptation,108,0,-31,CCW,12.96551353,23.08942457,-7.910575429
0,16,Adaptation,109,0,-32,CCW,13.05225769,21.5487422,-10.4512578
0,16,Adaptation,110,0,-31,CCW,19.01912599,27.51603756,-3.483962436
0,16,Adaptation,111,0,-34,CCW,12.40079978,27.22095536,-6.779044639
0,16,Adaptation,112,0,-36,CCW,16.44972188,25.63698737,-10.36301263
0,16,Adaptation,113,0,-28,CCW,20.84320624,21.45481706,-6.545182939
0,16,Adaptation,114,0,-26,CCW,15.04881863,22.59006961,-3.409930387
0,16,Adaptation,115,0,-34,CCW,23.99172561,26.07179318,-7.928206815
0,16,Adaptation,116,0,-39,CCW,20.87007024,30.89539508,-8.104604917
0,16,Adaptation,117,0,-29,CCW,13.25008845,19.59376345,-9.406236555
0,16,Adaptation,118,0,-27,CCW,20.469579,15.881423,-11.118577
0,16,Adaptation,119,0,-31,CCW,13.73343593,22.44372756,-8.556272445
0,16,Adaptation,120,0,-26,CCW,14.73075605,19.96290349,-6.037096514
0,16,Adaptation,121,0,-27,CCW,23.16910633,21.97206138,-5.027938618
0,16,Adaptation,122,0,-33,CCW,20.71521612,28.26753944,-4.732460558
0,16,Adaptation,123,0,-29,CCW,23.55591162,25.26429123,-3.735708774
0,16,Adaptation,124,0,-32,CCW,21.45907218,26.81937454,-5.180625464
0,16,Adaptation,125,0,-28,CCW,18.80217931,18.48727912,-9.512720885
0,16,Adaptation,126,0,-32,CCW,22.32781794,26.34740827,-5.652591726
0,16,Adaptation,127,0,-31,CCW,13.45590115,22.62918525,-8.370814751
0,16,Adaptation,128,0,-32,CCW,19.59564791,21.63337532,-10.36662468
0,16,Adaptation,129,0,-35,CCW,17.017746,28.36230561,-6.637694394
0,16,Adaptation,130,0,-34,CCW,18.41743274,28.02528514,-5.974714859
0,16,Adaptation,131,0,-24,CCW,21.37210485,17.33270017,-6.667299827
0,16,Adaptation,132,0,-37,CCW,22.74211648,26.07098071,-10.92901929
0,16,Adaptation,133,0,-25,CCW,17.02127304,13.76367819,-11.23632181
0,16,Adaptation,134,0,-23,CCW,15.80784562,14.26378356,-8.736216438
0,16,Adaptation,135,0,-34,CCW,17.86144102,28.21003906,-5.789960945
0,16,Adaptation,136,0,-27,CCW,20.49209326,22.41321773,-4.586782267
0,16,Adaptation,137,0,-22,CCW,18.12449186,11.48605613,-10.51394387
0,16,Adaptation,138,0,-30,CCW,18.30738351,22.81449983,-7.185500168
0,16,Adaptation,139,0,-37,CCW,20.61985353,34.58447672,-2.415523279
0,16,Adaptation,140,0,-34,CCW,16.75806689,26.26099451,-7.73900549
0,16,Adaptation,141,0,-33,CCW,21.1550222,26.4888708,-6.511129201
0,16,Adaptation,142,0,-26,CCW,20.59713127,22.14817267,-3.851827331
0,16,Adaptation,143,0,-27,CCW,18.07910832,20.92388609,-6.076113905
0,16,Adaptation,144,0,-34,CCW,23.7184456,29.22695644,-4.773043557
0,16,Adaptation,145,0,-35,CCW,13.77294155,32.9808057,-2.019194299
0,16,Adaptation,146,0,-34,CCW,22.87563765,23.56460975,-10.43539025
0,16,Adaptation,147,0,-32,CCW,18.81285471,25.95598124,-6.044018764
0,16,Adaptation,148,0,-26,CCW,15.43701374,20.62392232,-5.376077683
0,16,Adaptation,149,0,-29,CCW,19.80212757,24.8680806,-4.131919402
0,16,Adaptation,150,0,-35,CCW,15.75062709,32.6748814,-2.325118598
0,16,Adaptation,151,0,-36,CCW,25.62486038,28.27195029,-7.728049707
0,16,Adaptation,152,0,-32,CCW,20.79054423,27.6662201,-4.333779903
0,16,Adaptation,153,0,-30,CCW,13.87868471,21.4582384,-8.541761599
0,16,Adaptation,154,0,-31,CCW,17.06710307,21.99975944,-9.000240555
0,16,Adaptation,155,0,-28,CCW,19.14551339,20.46097397,-7.539026032
0,16,Adaptation,156,0,-33,CCW,17.91540733,28.29636118,-4.703638821
0,16,Adaptation,157,0,-31,CCW,20.64686383,26.88284609,-4.117153908
0,16,Adaptation,158,0,-32,CCW,13.92059594,27.19900398,-4.80099602
0,16,Adaptation,159,0,-29,CCW,22.11634432,18.05426254,-10.94573746
0,16,Adaptation,160,0,-31,CCW,14.91910008,24.03897765,-6.961022347
0,16,Adaptation,161,0,-28,CCW,16.34385889,26.27266145,-1.727338549
0,16,Adaptation,162,0,-36,CCW,17.31903229,26.25894394,-9.741056061
0,16,Adaptation,163,0,-29,CCW,26.43978867,25.26925146,-3.730748535
0,16,Adaptation,164,0,-33,CCW,18.2683429,20.15479011,-12.84520989
0,16,Adaptation,165,0,-22,CCW,23.20038717,17.78860857,-4.211391432
0,16,Adaptation,166,0,-34,CCW,16.74848848,33.72698196,-0.273018036
0,16,Adaptation,167,0,-29,CCW,19.2845093,22.10642384,-6.893576156
0,16,Adaptation,168,0,-33,CCW,23.92461626,31.83237589,-1.167624113
0,16,Adaptation,169,0,-28,CCW,18.17512352,22.60357868,-5.396421317
0,16,Adaptation,170,0,-33,CCW,21.82660017,28.15017396,-4.849826044
0,16,Adaptation,171,0,-28,CCW,21.94305677,21.8363363,-6.163663697
0,16,Adaptation,172,0,-28,CCW,21.09716142,16.76428713,-11.23571287
0,16,Adaptation,173,0,-26,CCW,17.08801731,18.7560232,-7.243976804
0,16,Adaptation,174,0,-24,CCW,18.89344613,13.20305982,-10.79694018
0,16,Adaptation,175,0,-32,CCW,21.4734802,17.03628596,-14.96371404
0,16,Adaptation,176,0,-34,CCW,18.81681068,27.29679306,-6.703206939
0,16,Adaptation,177,0,-31,CCW,18.75183788,24.81260615,-6.187393851
0,16,Adaptation,178,0,-27,CCW,25.26588292,21.06042805,-5.939571954
0,16,Adaptation,179,0,-25,CCW,21.9229906,17.83007697,-7.169923032
0,16,Adaptation,180,0,-26,CCW,20.91143255,20.05911409,-5.940885914
0,17,Adaptation,1,0,-25,CCW,-2.009431446,-4.667715551,-29.66771555
0,17,Adaptation,2,0,-34,CCW,3.865042859,19.9552405,-14.0447595
0,17,Adaptation,3,0,-38,CCW,-1.124899543,22.01948362,-15.98051638
0,17,Adaptation,4,0,-31,CCW,6.473746579,16.47848829,-14.52151171
0,17,Adaptation,5,0,-30,CCW,6.82998419,17.47741658,-12.52258342
0,17,Adaptation,6,0,-34,CCW,6.151078866,20.95399761,-13.04600239
0,17,Adaptation,7,0,-23,CCW,10.4193585,4.900528549,-18.09947145
0,17,Adaptation,8,0,-29,CCW,4.389899321,16.70710002,-12.29289998
0,17,Adaptation,9,0,-22,CCW,11.9681229,5.104455343,-16.89554466
0,17,Adaptation,10,0,-32,CCW,7.265622694,15.35937835,-16.64062165
0,17,Adaptation,11,0,-30,CCW,6.260968466,19.93984362,-10.06015638
0,17,Adaptation,12,0,-31,CCW,12.48262955,18.04152833,-12.95847167
0,17,Adaptation,13,0,-28,CCW,3.108754086,15.04901143,-12.95098857
0,17,Adaptation,14,0,-23,CCW,5.345855261,3.362827709,-19.63717229
0,17,Adaptation,15,0,-34,CCW,8.600538759,20.77658407,-13.22341593
0,17,Adaptation,16,0,-27,CCW,12.65757701,16.86516288,-10.13483712
0,17,Adaptation,17,0,-31,CCW,10.74823986,20.80840199,-10.19159801
0,17,Adaptation,18,0,-34,CCW,10.76254203,20.1847204,-13.8152796
0,17,Adaptation,19,0,-32,CCW,8.502015247,20.64943618,-11.35056382
0,17,Adaptation,20,0,-27,CCW,1.16723606,16.1300951,-10.8699049
0,17,Adaptation,21,0,-29,CCW,5.627448761,21.06405394,-7.935946062
0,17,Adaptation,22,0,-29,CCW,10.45739613,16.6808027,-12.3191973
0,17,Adaptation,23,0,-34,CCW,10.43318021,21.28474749,-12.71525251
0,17,Adaptation,24,0,-35,CCW,13.72751905,27.37552556,-7.624474438
0,17,Adaptation,25,0,-26,CCW,12.212645,12.02213664,-13.97786336
0,17,Adaptation,26,0,-26,CCW,13.1581525,17.15929492,-8.840705077
0,17,Adaptation,27,0,-31,CCW,12.1867708,16.77754355,-14.22245645
0,17,Adaptation,28,0,-30,CCW,10.24349303,18.40483067,-11.59516933
0,17,Adaptation,29,0,-31,CCW,12.63179978,15.50609838,-15.49390162
0,17,Adaptation,30,0,-26,CCW,13.23982139,10.56462353,-15.43537647
0,17,Adaptation,31,0,-25,CCW,10.51918557,12.76625523,-12.23374477
0,17,Adaptation,32,0,-30,CCW,12.55786853,22.79261782,-7.207382178
0,17,Adaptation,33,0,-35,CCW,14.34303134,27.30315439,-7.696845614
0,17,Adaptation,34,0,-33,CCW,11.18032989,19.91999028,-13.08000972
0,17,Adaptation,35,0,-30,CCW,9.877189509,14.71609018,-15.28390982
0,17,Adaptation,36,0,-28,CCW,17.68588398,16.34981316,-11.65018684
0,17,Adaptation,37,0,-25,CCW,10.17334367,13.78065864,-11.21934136
0,17,Adaptation,38,0,-34,CCW,20.6914826,20.28544018,-13.71455982
0,17,Adaptation,39,0,-33,CCW,12.98997617,21.0887676,-11.9112324
0,17,Adaptation,40,0,-29,CCW,10.47157676,18.24777661,-10.75222339
0,17,Adaptation,41,0,-32,CCW,11.11793719,18.74127198,-13.25872802
0,17,Adaptation,42,0,-31,CCW,10.52985573,20.8944884,-10.1055116
0,17,Adaptation,43,0,-34,CCW,13.95519813,22.24755126,-11.75244874
0,17,Adaptation,44,0,-37,CCW,12.26249808,28.45657962,-8.543420378
0,17,Adaptation,45,0,-23,CCW,12.10858555,8.019203001,-14.980797
0,17,Adaptation,46,0,-29,CCW,12.90545282,17.12683574,-11.87316426
0,17,Adaptation,47,0,-30,CCW,15.45018006,15.79662641,-14.20337359
0,17,Adaptation,48,0,-25,CCW,16.05919379,19.86906827,-5.130931726
0,17,Adaptation,49,0,-29,CCW,11.49270764,16.12157387,-12.87842613
0,17,Adaptation,50,0,-33,CCW,9.3953627,18.79338806,-14.20661194
0,17,Adaptation,51,0,-27,CCW,10.52969828,17.53112743,-9.468872566
0,17,Adaptation,52,0,-22,CCW,11.11275554,10.98278397,-11.01721603
0,17,Adaptation,53,0,-26,CCW,12.06585163,19.62393021,-6.376069791
0,17,Adaptation,54,0,-31,CCW,10.51651832,20.2121634,-10.7878366
0,17,Adaptation,55,0,-27,CCW,12.32133914,20.19194582,-6.808054176
0,17,Adaptation,56,0,-34,CCW,14.8356726,30.22794347,-3.772056531
0,17,Adaptation,57,0,-28,CCW,15.97928194,22.57633523,-5.423664774
0,17,Adaptation,58,0,-31,CCW,14.49085767,26.56621508,-4.433784923
0,17,Adaptation,59,0,-28,CCW,16.131015,20.78613267,-7.213867328
0,17,Adaptation,60,0,-33,CCW,12.08394411,28.18232109,-4.817678907
0,17,Adaptation,61,0,-23,CCW,12.91262995,12.47140874,-10.52859126
0,17,Adaptation,62,0,-37,CCW,13.60831161,24.31497395,-12.68502605
0,17,Adaptation,63,0,-29,CCW,12.50952821,17.15198979,-11.84801021
0,17,Adaptation,64,0,-29,CCW,13.81822707,22.56421974,-6.435780262
0,17,Adaptation,65,0,-24,CCW,14.43815117,20.97065527,-3.029344734
0,17,Adaptation,66,0,-30,CCW,11.82136142,23.84412842,-6.15587158
0,17,Adaptation,67,0,-30,CCW,20.05102435,17.71003741,-12.28996259
0,17,Adaptation,68,0,-25,CCW,18.76088773,16.75159049,-8.248409509
0,17,Adaptation,69,0,-32,CCW,18.91553469,22.4490965,-9.550903501
0,17,Adaptation,70,0,-38,CCW,17.69782541,27.7883186,-10.2116814
0,17,Adaptation,71,0,-35,CCW,13.06425533,27.69112481,-7.30887519
0,17,Adaptation,72,0,-30,CCW,16.47527299,18.57286822,-11.42713178
0,17,Adaptation,73,0,-32,CCW,15.74261008,25.98740835,-6.01259165
0,17,Adaptation,74,0,-31,CCW,16.85108291,24.94761326,-6.052386741
0,17,Adaptation,75,0,-32,CCW,19.9702339,21.60702115,-10.39297885
0,17,Adaptation,76,0,-22,CCW,13.98990313,11.56415178,-10.43584822
0,17,Adaptation,77,0,-26,CCW,18.62233831,14.91360285,-11.08639715
0,17,Adaptation,78,0,-29,CCW,17.28768239,17.25669854,-11.74330146
0,17,Adaptation,79,0,-33,CCW,17.18906302,29.23861162,-3.761388382
0,17,Adaptation,80,0,-31,CCW,15.43597124,28.35953522,-2.64046478
0,17,Adaptation,81,0,-30,CCW,12.31903909,18.83778614,-11.16221386
0,17,Adaptation,82,0,-21,CCW,14.79357355,10.95635284,-10.04364716
0,17,Adaptation,83,0,-24,CCW,13.55428741,17.01669882,-6.983301183
0,17,Adaptation,84,0,-35,CCW,15.09539014,28.45484951,-6.545150491
0,17,Adaptation,85,0,-31,CCW,21.04596862,24.05119863,-6.948801365
0,17,Adaptation,86,0,-30,CCW,11.90107815,27.88779258,-2.112207424
0,17,Adaptation,87,0,-29,CCW,14.30941189,18.83787197,-10.16212803
0,17,Adaptation,88,0,-42,CCW,18.91972065,41.60016116,-0.399838838
0,17,Adaptation,89,0,-27,CCW,12.95497848,19.23516185,-7.76483815
0,17,Adaptation,90,0,-29,CCW,19.67963815,25.77181961,-3.22818039
0,17,Adaptation,91,0,-32,CCW,18.33744391,23.85645183,-8.143548172
0,17,Adaptation,92,0,-35,CCW,19.40866171,26.13995115,-8.860048846
0,17,Adaptation,93,0,-29,CCW,21.0914826,25.02094173,-3.979058268
0,17,Adaptation,94,0,-34,CCW,19.11141007,28.41758534,-5.582414656
0,17,Adaptation,95,0,-34,CCW,11.54467624,30.75341575,-3.246584254
0,17,Adaptation,96,0,-31,CCW,16.94756906,26.27250408,-4.727495924
0,17,Adaptation,97,0,-25,CCW,19.11523759,22.50923758,-2.490762424
0,17,Adaptation,98,0,-33,CCW,8.852175738,33.13468649,0.134686489
0,17,Adaptation,99,0,-30,CCW,14.94396036,23.41221497,-6.587785026
0,17,Adaptation,100,0,-36,CCW,16.563498,29.85671798,-6.143282018
0,17,Adaptation,101,0,-27,CCW,16.82852575,24.29445188,-2.705548119
0,17,Adaptation,102,0,-30,CCW,20.49351689,29.90398657,-0.096013427
0,17,Adaptation,103,0,-28,CCW,15.84883829,21.88381266,-6.116187342
0,17,Adaptation,104,0,-23,CCW,15.88716687,17.10993268,-5.890067318
0,17,Adaptation,105,0,-26,CCW,16.10590837,14.56946369,-11.43053631
0,17,Adaptation,106,0,-22,CCW,16.44071637,18.02489107,-3.975108934
0,17,Adaptation,107,0,-37,CCW,12.04341012,33.54088079,-3.459119207
0,17,Adaptation,108,0,-31,CCW,19.52916554,27.32090798,-3.679092016
0,17,Adaptation,109,0,-32,CCW,17.40049106,28.42390659,-3.576093406
0,17,Adaptation,110,0,-31,CCW,18.14079647,19.94265093,-11.05734907
0,17,Adaptation,111,0,-34,CCW,17.37789027,24.48025703,-9.519742973
0,17,Adaptation,112,0,-36,CCW,15.7327481,28.07230121,-7.927698795
0,17,Adaptation,113,0,-28,CCW,17.86833064,21.69351998,-6.306480022
0,17,Adaptation,114,0,-26,CCW,22.95502971,20.77533346,-5.22466654
0,17,Adaptation,115,0,-34,CCW,18.83221714,28.96975881,-5.030241189
0,17,Adaptation,116,0,-39,CCW,17.63087541,29.82110713,-9.178892869
0,17,Adaptation,117,0,-29,CCW,21.77040192,20.25869178,-8.74130822
0,17,Adaptation,118,0,-27,CCW,19.88633382,22.43192451,-4.568075494
0,17,Adaptation,119,0,-31,CCW,17.16805166,25.44044509,-5.559554909
0,17,Adaptation,120,0,-26,CCW,16.37890646,17.92906083,-8.070939173
0,17,Adaptation,121,0,-27,CCW,16.08593757,19.76454496,-7.235455038
0,17,Adaptation,122,0,-33,CCW,16.3933892,25.99792562,-7.002074375
0,17,Adaptation,123,0,-29,CCW,13.13117148,22.40497198,-6.595028024
0,17,Adaptation,124,0,-32,CCW,16.85068984,24.5381328,-7.461867204
0,17,Adaptation,125,0,-28,CCW,15.48518984,19.684738,-8.315262003
0,17,Adaptation,126,0,-32,CCW,28.67657455,29.24592313,-2.754076874
0,17,Adaptation,127,0,-31,CCW,13.90810881,26.56404222,-4.435957784
0,17,Adaptation,128,0,-32,CCW,17.56535405,26.99683881,-5.003161193
0,17,Adaptation,129,0,-35,CCW,16.28210482,27.21201736,-7.787982644
0,17,Adaptation,130,0,-34,CCW,17.83580005,26.76892281,-7.231077194
0,17,Adaptation,131,0,-24,CCW,19.09229738,20.93662776,-3.063372245
0,17,Adaptation,132,0,-37,CCW,21.8332862,23.70726535,-13.29273465
0,17,Adaptation,133,0,-25,CCW,22.38422015,17.22214916,-7.777850845
0,17,Adaptation,134,0,-23,CCW,16.35396884,19.16685756,-3.833142437
0,17,Adaptation,135,0,-34,CCW,18.82178138,24.17841419,-9.82158581
0,17,Adaptation,136,0,-27,CCW,16.96506416,22.52004879,-4.47995121
0,17,Adaptation,137,0,-22,CCW,16.28365164,12.53407027,-9.465929733
0,17,Adaptation,138,0,-30,CCW,22.08453325,25.37743067,-4.622569331
0,17,Adaptation,139,0,-37,CCW,22.38552322,30.37933933,-6.620660667
0,17,Adaptation,140,0,-34,CCW,18.20343304,25.07473494,-8.925265057
0,17,Adaptation,141,0,-33,CCW,18.69858896,26.1177697,-6.882230301
0,17,Adaptation,142,0,-26,CCW,16.70459439,19.10883149,-6.891168513
0,17,Adaptation,143,0,-27,CCW,20.09923288,19.62097817,-7.379021833
0,17,Adaptation,144,0,-34,CCW,16.0348434,29.94712735,-4.052872646
0,17,Adaptation,145,0,-35,CCW,14.12727787,35.98627994,0.98627994
0,17,Adaptation,146,0,-34,CCW,21.86142746,23.75047034,-10.24952966
0,17,Adaptation,147,0,-32,CCW,20.07791565,25.23911342,-6.760886584
0,17,Adaptation,148,0,-26,CCW,19.0686526,21.57245003,-4.42754997
0,17,Adaptation,149,0,-29,CCW,21.43711094,25.06947542,-3.93052458
0,17,Adaptation,150,0,-35,CCW,18.63903751,34.29345596,-0.706544037
0,17,Adaptation,151,0,-36,CCW,16.0870664,31.7081009,-4.291899101
0,17,Adaptation,152,0,-32,CCW,22.57990769,22.98178894,-9.018211058
0,17,Adaptation,153,0,-30,CCW,13.05353723,25.62632939,-4.373670612
0,17,Adaptation,154,0,-31,CCW,19.48500307,25.13068278,-5.869317218
0,17,Adaptation,155,0,-28,CCW,25.42960961,18.82371328,-9.176286715
0,17,Adaptation,156,0,-33,CCW,15.414571,25.11404486,-7.885955144
0,17,Adaptation,157,0,-31,CCW,19.25501611,24.26411537,-6.735884631
0,17,Adaptation,158,0,-32,CCW,17.55138432,26.12171068,-5.878289319
